Name,Title,aiconalt,View,State,View1,asizebase
Rangaraj,Poor blades.,1.0 out of 5 stars,"Reviewed in India on August 9, 2017",Verified Purchase,coconut pieces are left without grinding  in small jar and even in medium sized jar. please dont buy.  blade quality is poor.,15 people found this helpful
Arunava Dutt,Robust mixie grinder for daily use.,5.0 out of 5 stars,"Reviewed in India on July 6, 2020",Verified Purchase,A sturdy and robust mixie grinder that can tackle all our grinding and mixing needs. The non slip base is a boon.,3 people found this helpful
Indian from macomb,Just get it,5.0 out of 5 stars,"Reviewed in India on September 1, 2019",Verified Purchase,Straight shooter mixie. No twists or turns to the product. Does exactly what it promises with no show-offs! Noise level is exactly what you would expect from this blue beauty and absolutely easy to use everyday. Solid construction,3 people found this helpful
Pavan Kumar Burugula,Preethi blue leaf review,5.0 out of 5 stars,"Reviewed in India on September 27, 2021",Verified Purchase,Great product and value for money. Noise level is high but it’s ok,2 people found this helpful
Akash,This will grind your time and money for sure,1.0 out of 5 stars,"Reviewed in India on October 12, 2019",Verified Purchase,"The mixer isn't all that great, isn't too bad as well, but exactly after three weeks anniversary of delivery it stopped working, the motor just went cold, no more tomato puree!
Amazon is not helping me since its post their replacement time range even though product has 1 year warranty, they provided me a manufacturer number which no one picks up, the closest service station for me in Bangalore is 7.5 kms.
Let me see how frustrating this is going to get, so far so bad.",One person found this helpful
Rajender Maloth,Defective product .. worst customer handling Amazon you are losing your charm,1.0 out of 5 stars,"Reviewed in India on September 4, 2019",Verified Purchase,"I have ordered the Preethi Mixer at 3299 price . When I opened the Mixer it's quality is par low than expected from a brand like Preethi and it's blades are just blunt. There is not atleast a like a blunt blade but they just seems to placed a raw metal without proper finish.
One of the jars were leaking too.

When I thought to return this defective piece it redirected to a useless Customer care representative who is insisting me to use the defective product and not ready to take the return .
She was arguing like as she has seen the product and convincing me to use the product first
Argument went on for 30 mins .

When I raised a point that I will drag to consumer court she handed the call to her Team leader.

Finally I could get rid of this defective piece.

Advise: Never buy Preethi Products on Amazon as there is some kind of fraudness in selling these defective pieces .",
Nishitha,It's fraud..Don't BUY...it's not orginal Preethi mixer grinder,1.0 out of 5 stars,"Reviewed in India on January 5, 2022",Verified Purchase,My jar got repaired within 2 weeks of use and small jar got repaired within 3 weeks of use. The product is fake and not original I still have old Preethi mixie which is wy better than this new one.My mistake to buy this from Amazon. Please don't repeat that mistake.Save ur money.,One person found this helpful
K,Very good product.,5.0 out of 5 stars,"Reviewed in India on October 22, 2019",Verified Purchase,"Very good product. I already using preethi mixy & grinder for last 10 yrs & very much happy. So when I wanted to replace the old one , I did not take any risk & purchased again preethi only.",3 people found this helpful
SD,Horrible product and bad customer service,1.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,"Please do not buy this. It may seem a good buy with value for money but it's far from it.
After sales service is poor, technicians don't get the original parts for replacement. In Mumbai it's a total scam. If you buy a mixer and the motor fails after just 10 uses it clearly indicates the quality.

The service guy took 7 days after repeated follow ups. Also insisted that I give a good review on his work. Replacement part did not look new but there is no option with the current lockdown.

Buy at your own risk.",
JOHN VARGHESE,"Good Mixie, works well",5.0 out of 5 stars,"Reviewed in India on October 22, 2019",Verified Purchase,"It is a hard working mixie, easy and convenient to use.  Our old Preethi mixer grinder lasted over 12 years of daily use.  I hope the new one gives similar service too.",3 people found this helpful
Satish,Amazing product... Super,5.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,"I purchased the product after some hesitation, but it turned out to be an Amazing product. Chutneys comes out super, which is rarity among the mixer grinders. Anyways, I am happy with the product. Kudos to Preethi",One person found this helpful
krishna Praneeth Gurram,Upto the Brand Value!!,5.0 out of 5 stars,"Reviewed in India on June 1, 2020",Verified Purchase,"Purchased this based on the brand value and reviews from our relatives. Completely lived upto the mark and looks great in design & performance. Occupies less space, fast and smooth performance. Three jars were provided with normal & usual dimensions! Satisfied!!",3 people found this helpful
chandrakala gowda,Over heating of jar. Cheap quality rubber gasket...,1.0 out of 5 stars,"Reviewed in India on May 30, 2021",Verified Purchase,"The jar gets over heated super fast. Takes incredibly long time to grind. Since it heats up a lot real fast I had to stop frequently and add ice cubes cool it down and repeat several times to grind urad dal. It is really a big disappointment.

Also the rubber gasket is very cheap quality. Leaves a metallic and sulphur taste in food. This brand needa to be banned. They are cheating people

Planning to buy a grinder now.",
Vijaya Kumar,too noisy and not original,1.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,Returned the order twice since both  both units were having noise issue.  looks like a copy of Preethi product as original jar caps does not fit with the supplied jars. blades are not sharp enough as it does not grind well not even a melons...,
Phanindr kumar,Quality problem,1.0 out of 5 stars,"Reviewed in India on June 3, 2022",Verified Purchase,"Waste of money , quality is toooooo worst its looks like plastic toy mixer and Amazon is not ready to go for returns. Don't waste money by choosing discounts or offers",
prerana,Defective,1.0 out of 5 stars,"Reviewed in India on November 15, 2021",Verified Purchase,"Dear dealer, All,

This product quality in not upto the mark. The small jars (quantity 2), both stopped working with in a month. And since the product can not be returned. The service center was called. And they refuse to come over for the repair. Even if they were told it's not convenient to go to the shop for the repair.

Please think before buying this product.",
sathish.M,"Aftee 6 months use, jar damaged",3.0 out of 5 stars,"Reviewed in India on July 21, 2021",Verified Purchase,"After 6 months of use, the big jar is lost operation. The threading is lost and the blade doesn't rotation. See the image. Cheap materials. It was not the case with my earlier purchase of the same in 2013.

There was always complaint that the big jar does5 grind peoperly. Don't buy diamond model. Instead go for platinum.

Disappointed utterly. Do not suggest Preeti anymore.",
Samiran G.,Irate customer,1.0 out of 5 stars,"Reviewed in India on February 27, 2021",Verified Purchase,"Disappointed with the performance, services, noise level, longevity and at lot more levels. Nothing is satisfactory and given the previous ratings..am guessing the services and the quality started going down recently. Horrible experience.",
VASUDEV,Hopeless!!!,1.0 out of 5 stars,"Reviewed in India on May 23, 2021",Verified Purchase,"This us one of the worst decusions I ever took. The mixer is aub optimal. Within 2 months the screws fell off the handle. The lids looks like are cheap of check plastic, which broke off. I hhave been trying to connect to the customer service too because suddenly the mixer blades are not working and they never respond back. Even if they respond they say they ll send details and never send.do not invest in this piece of trash..",
Sneha,Workhorse for your kitchen,4.0 out of 5 stars,"Reviewed in India on November 1, 2019",Verified Purchase,"The Preethi mixie is a workhorse, grinds everything from chutney powders to dosa batters in a jiffy. The noise level is low, is fairly easy to clean and easy to use.

However, the only flipside is the jar lids are of a little flimsy quality, especially the smallest lid. Great buy at really low price.",
Avantika,Excellent product,5.0 out of 5 stars,"Reviewed in India on October 9, 2019",Verified Purchase,"Bought after searching for best mixer grinders on google.Preethy is on second rank.After using it i'll say that this is the best mixer grinder.Working excellently, noise level is low.overall great product. Thanks.",3 people found this helpful
Sandip Kumar De,Never knew about this brand but I must say that it is pretty good,4.0 out of 5 stars,"Reviewed in India on July 25, 2020",Verified Purchase,"For the last 30 years I have used Bajaj, Philips, Morphy Richards, but this is no less. Whether this statement is correct can only be justified after I use it atleast for a year.  I deducted a star because of that doubt; will review it after 6 months if use.",
Girija,Good product worth for the budget..,4.0 out of 5 stars,"Reviewed in India on March 29, 2022",Verified Purchase,"Summing up the cons:
1. Noise level - Tolerable bit it is quite high
2. The large jar is having more space below the blade which is a big disadvantage. All to be blended items go and stuck below the blade.
3. It is quite heavy - both large jar and the mixi",
VV,Terrible waste of money,1.0 out of 5 stars,"Reviewed in India on August 1, 2020",Verified Purchase,"We had a Preethi mixi earlier. We bought a new one. But this is TERRIBLE. VERY LOUD NOISE WHILE GRINDING. ALSO, looks like every jar is leaking and water is coming into the base. Further, the blades are really bad and nothing gets ground properly. Terrible experience. Looks like a counterfeit product. Amazon should be careful about listing such products.",
S Gopal ,Very poor and disappointing performance .kindly replace with better model,1.0 out of 5 stars,"Reviewed in India on April 22, 2021",Verified Purchase,"The noise level is too high with rattling sound
The efficiency level is poor too .
I am wondering how I should get this replaced with some other model .I have been using Preethi blue leaf gold for a very long time.I have bought as many as 6 numbers and gifted to my family members .I am really at a loss to find how To get this exchanged for a more efficient model .I am not interested in using this anymore .kindly let me know what action is to be taken at my end.
Looking forward to your cooperation and support .
Thank you",
Sudha,Very good buy. Works like a charm.,5.0 out of 5 stars,"Reviewed in India on May 18, 2019",Verified Purchase,Very happy with this. Not so noisy as others are complaining. It is tolerable for the capacity of the motor. Easy to use. Grinds very fast. Happy with the capacity of the jars too. Overall a good buy,3 people found this helpful
Raj,Pathetic service from Amazon. Not returnable.,1.0 out of 5 stars,"Reviewed in India on August 12, 2019",Verified Purchase,Quality of the product is not good. Poor quality product. Takes longer time to grind and doesn't grind well. Amazon customer service is pathetic and now they are saying it's not returnable where as they are proudly displayed a label on the website 10 day returnable. Buy only if you are sure. No way you can return even if you don't like.,
Prabhakaran G,Good quality and very nice product for daily use...,5.0 out of 5 stars,"Reviewed in India on November 15, 2019",Verified Purchase,"Writi g this review after 4 months of usage. Preethi is always preethi... A very good and wonderful product. Awesome and fast grinding, good quality. Perfectly suits for daily usage. My mom feels very happy after getting this.
Chutney and all take 1.5 to 2 minutes only for complete nice grinding.",
Amazon Customer,Review,5.0 out of 5 stars,"Reviewed in India on February 4, 2020",Verified Purchase,"Very happy with the product and its quality, but its making lot of noise. Other than this there is no issue with the product.",3 people found this helpful
Raphael,Sharper blades and value for money,5.0 out of 5 stars,"Reviewed in India on June 26, 2019",Verified Purchase,"A bit noisy
But it performs the task so well
Sharper blades and easy to clean
A perfect grinder for the price
Works efficiently even after 6 months of usage
Used many other mixer grinders, but this one is the best so far.",2 people found this helpful
Deva,Design is not good,2.0 out of 5 stars,"Reviewed in India on June 8, 2020",Verified Purchase,"It has exposed screws in the jar which will be difficult to clean and food particles may stuck and can create hygienic issues.  I don't remember seeing this kind of screws in other jars, this is a serious design issues which leads to poor hygiene.  In the last two months, i have screws are loosened two time and i need to tightened.  It meets all general needs otherwise.",
Sravanthi,Unsatisfactory behaviour of Amazon customer care representative with the customer.,1.0 out of 5 stars,"Reviewed in India on October 22, 2020",Verified Purchase,"This is worst product I purchased, received product with lot of defects. I am completely unsatisfied with the way the Amazon customer care representative talked with me when I called for an exchange/replacement.

Amazon is making money by training their customer care representatives to bluff people. I ever faced this type of conversation before, they will repeatedly tell the samething again and again instead of listening to the customer.

I recommended flipkart and other e commerce sites instead of using Amazon.

Worst experience. They're making money simply by bluffing people.",
Suhas Kamble,Chutney jar is useless after 10 uses. Nothing different than any other mixer,2.0 out of 5 stars,"Reviewed in India on September 18, 2021",Verified Purchase,"I bought this thinking it would be better than Bajaj or philips mixer.
The chutney jar blades already got loose and wont spin anymore. It stopped working after using about 10 time. I was expecting it to last at least few hundred times.",
Janani,Noisy and mesh broke in a month. Horrible possible,1.0 out of 5 stars,"Reviewed in India on February 14, 2022",Verified Purchase,Mixies make noise but this one is sooooo high noise level. It is irritating to use it. Sadly surpassed the date of return. After a month of use the mess broke off. Horrible product,
PL,Excellent standard product,4.0 out of 5 stars,"Reviewed in India on December 20, 2021",Verified Purchase,It works very efficiently for all grinding and churning functions. It may get heated and the contents also at times depending on usage. this needs to be controlled.,
Subramanian,Preethi Mixie,5.0 out of 5 stars,"Reviewed in India on October 8, 2020",Verified Purchase,Excellent and worth it's price. We have been using this for quite a few years. No  problem. Hence purchased this piece as a wedding gift for one of our very close relative.,2 people found this helpful
G.Muraleedharan,Dependable for a long time.,5.0 out of 5 stars,"Reviewed in India on May 16, 2022",Verified Purchase,"Except for a bit higher noise level,I find Preethi the best value among mixer/grinders.The motor is powerful and grinding is thorough.",
Ranjit,Defective item delivered.,1.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,"Though it displays high material quality, the motor/ coupling/ or some internal structure seems to be defective, due to which it was creating some abnormal sounds when powered on. Would have preferred a replacement. But the only option was refund. I generally have a good shopping experience from Amazon, but this happened to be an exception : (",
Thankamma K V,"3 jar model, not good",2.0 out of 5 stars,"Reviewed in India on September 28, 2019",Verified Purchase,"Jars are too difficult to remove from the base.  Tight. but using for the last one year.  The Preethi brand is good.  I had used the one with 4 jars for several years, no issues.  But this one, worse product.  Each time, it's difficult to remove from its base, after grinding. Now I hate it.",
Amazon Customer,excellent,5.0 out of 5 stars,"Reviewed in India on August 19, 2019",Verified Purchase,"I purchased it for my mom, she is very happy about it, me too for worth of money. If we purchased the same product from the shop i would have to spent double price. It was an awesome and unbelievable deal. My mom advised me to purchase everything from amazon only!",3 people found this helpful
Amazon Customer,I am very disappointed.,1.0 out of 5 stars,"Reviewed in India on May 21, 2018",Verified Purchase,"Even though 750 Watt Mixer, Not grinding well. Please don't buy this. I am very disappointed.",8 people found this helpful
Mattathil,Weird sound and heat of mixer grinder,1.0 out of 5 stars,"Reviewed in India on October 14, 2021",Verified Purchase,"Preethi Blue Leaf Diamond mixer grinder, 750 watt, 3 jars & Flexi Lid purchased on 03/06/21 is making weird sound and the whole unit is heating up. I am asking for refund of money.",
Swapna Mamidi,We have received this product last 2 Weeks but today damaged micsirgrander and jurs,5.0 out of 5 stars,"Reviewed in India on March 30, 2022",Verified Purchase,Video Player is loading.,2 people found this helpful
anuradha,Very poor product,1.0 out of 5 stars,"Reviewed in India on October 27, 2019",Verified Purchase,"The lid of the smaller two jars are difficult to open and close. The edges of the lids (they have to be twisted and untwisted to open and close) are Sharp and hurt your hands when you open them.

The 4 nuts screwed at the bottom of the jars have round heads and protrude out , thereby catching the food mix on and between them.

Very non user friendly.",One person found this helpful
vishnu babu,Good mixie at the price,5.0 out of 5 stars,"Reviewed in India on January 15, 2020",Verified Purchase,"Good grinder/mixie .good at the price .. jars are little bit tight, maybe because of first use. Rest is all ok",3 people found this helpful
Amazon Customer,Review after 2.5 years,1.0 out of 5 stars,"Reviewed in India on February 23, 2021",Verified Purchase,"Was already having a preeti product working pretty fine when I ordered this one in 2018 May. The old one still works, but this one stopped working from last week. The service center says the bearing and armature all gone, and will cost Rs 1000+ to repair. Warrenty is only for 2 years. Preeti was  very good once, but seems not a trustable brand anymore.",
kishor w.,Great product,5.0 out of 5 stars,"Reviewed in India on December 3, 2021",Verified Purchase,A reliable product from Preethi . We have been using their products for more than 35 years . Great buy at this price.,One person found this helpful
k s. Pai ,"Fake product, cheating by the company",1.0 out of 5 stars,"Reviewed in India on July 29, 2022",Verified Purchase,"The appliance is very poor quality. The motor winding is ALUMINIUM,
NOT Copper. In 3-4 years it will become weak and burnout.
Never buy PREETI appliances",One person found this helpful
subin samuel,Good grinder,5.0 out of 5 stars,"Reviewed in India on November 21, 2018",Verified Purchase,Have been using it for a few months now. Good product. The only issues were that it's too loud especially while kneading atta and that one has to hold down the dome when you are grinding something.,3 people found this helpful
Jona,not so good product,1.0 out of 5 stars,"Reviewed in India on March 30, 2020",Verified Purchase,"I find it very difficult to fix the jars with the body/base everytime. Initially I thought that these are new, in due course of time it will become better. but it is in the same state. Each and every time I have to struggle to fix and undo the jar with the base. This problem is there with all three jars.

My mom is also having the same type of mixer-grinder; but it works well. That is the reason I also chose this model.

Please help me to overcome this issue once the COVID-19 pandemic settles. Thanks",
Ragul D,Product ok BUT accessories has issues,3.0 out of 5 stars,"Reviewed in India on July 20, 2020",Verified Purchase,"The jar that was given has handle holes on both sides of the jar. How to use it. No Use at all.
Only 1 jar was like this, the mixer is working fine with other jars.",2 people found this helpful
Amazon Customer,Average quality,5.0 out of 5 stars,"Reviewed in India on September 25, 2020",Verified Purchase,The light went off after couple of uses and because of risk associated with travel (being senior citizens with co-morbid conditions) not taken it for repairs and using without lights.,2 people found this helpful
Banujit,Need repair every week!,1.0 out of 5 stars,"Reviewed in India on November 19, 2020",Verified Purchase,"If you want to change the bush of all the three jars every week, then go for this, worst mixer I ever had . Every week no matter what the part's of the jar need to be replaced. I am tired of this product, never bought a bad product like this from Amazon.",
Anushree ks Gowda,It’s not working,1.0 out of 5 stars,"Reviewed in India on April 13, 2022",Verified Purchase,Video Player is loading.,One person found this helpful
Sreehari ,Service is worsen with limited service centers.,2.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,I bought this product 6 months back and load restart button is not working now. I called customer care to raise a service request but they didn’t take my request as their service centre is not available near by our location. To get warranty support I have to travel 100 KM which is not at all acceptable. Please check whether you have any service centre’s around you before purchase it.,
Amazon Customer,Disappointed :(,1.0 out of 5 stars,"Reviewed in India on February 4, 2021",Verified Purchase,"When I bought this itself the light on mixie body was blinking. Only using after 1 month itself, the motor started emitting strong burning smell while grinding and doesn’t grind properly too. Went to buy by Preethi brand name and felt like cheated... Highly disappointed....",
R. Komondoor,Good quality and trusted by many,5.0 out of 5 stars,"Reviewed in India on September 11, 2020",Verified Purchase,"The three jars range from very small size to very large size, which makes it useful. Jars are well built, and lids fit tight. Only smallest jar has locking lid -- I wish all three jars had this feature. Spare parts seem to be available online, which is good.",
Another Consumer,Great After sales Service,4.0 out of 5 stars,"Reviewed in India on July 30, 2020",Verified Purchase,"Had purchased the mixer in November, 2019. Got issues with the coupling of the  middle Jar. Even though there is no service center of the company in my area, on a call on their helpline number,  to my amazement, a service personnel was deputed within 24 hours to attend to the issue at my place.",
Rama Krishna,Getting problems daily...,1.0 out of 5 stars,"Reviewed in India on November 1, 2020",Verified Purchase,"I had purchased through amazon Jan 5th 2020. After 11 months of usage writing this review.
I brought this mixer grinder because of top brand in market.
1) the jars are not sited correctly into mixer grinder when try to run. It is not user friendly to fix jar on mixer grinder. So jar wheel damaged and changed with new one.
2) Today when try to run and its not running. Now taking to repair shop.
So finally i do not recommend this preethi brand.",
Maragatha Sivagami,"Stopped working in just about 2 weeks and now stuck with unusable product,",1.0 out of 5 stars,"Reviewed in India on December 15, 2021",Verified Purchase,"Stopped working in just about 2 weeks and now stuck with unusable product. All the jars stopped working,
within 2 months of purchase. Tried using older preethi jars, and even then it doesn't work. Tired of reaching out to Amazon and Preethi about this.",
Sajith Kandy,"Good product, works well.. warranty is dysfunctional",3.0 out of 5 stars,"Reviewed in India on July 3, 2022",Verified Purchase,"The product worked well for 4 years and all was good.
Warranty for such products purchased online is dysfunctional

The number provided on the Preethi website does not work
Without a signed and sealed warranty card, the company does not honor warranty terms",
Amazon Customer,Awesome mixie,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Nice product...efficient...but would be better if one more jar is provided...powerful motor is awesome..,3 people found this helpful
Lakshmi,Dislike this product,1.0 out of 5 stars,"Reviewed in India on June 14, 2021",Verified Purchase,Didn't expect this kind of product from Preethi. The chutney jar and middle jar are of same size. The big jar is given some other extra extension cap type which I found not useful,
Shubha,"Dont buy this online, only used products are circulated",1.0 out of 5 stars,"Reviewed in India on March 13, 2022",Verified Purchase,"Hope less products, the retailer who sells these online, is probably circulating the defective pieces which others have returned. Got the package again after returning once, now the grinder blades are not clean, seem to be used, has too much noise.
If you wish to buy, consider going to the store.",
Whatsthereinname,Chutney jar blades are not proper,2.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Chutney jar blades are not properly working  and getting coconut pieces after grinding coconut chutney.  Should be the product design issue. Waste design.,
rakesh,Heavy duty mixie,5.0 out of 5 stars,"Reviewed in India on July 24, 2019",Verified Purchase,It's an excellent machine.very powerful as it's 750 watts and heavy duty.its the best in market definitely recommended,3 people found this helpful
Amazon Customer,Poor quality mixer from Preethi and Amazon,1.0 out of 5 stars,"Reviewed in India on October 8, 2019",Verified Purchase,Poor Jar quality. Blade n steel used for it are not at all recommendable. We have been using Preethi for many years. But this one looks like duplicate product!!! Didn’t expect this from Preethi and Amazon!! I have purchased many items from Amazon. For the first time I feel that I am cheated!! Poor quality product!!!,
Ashfaq,Best and powerfulllllll!!!!,5.0 out of 5 stars,"Reviewed in India on September 15, 2019",Verified Purchase,"This grinder is awesome, undoubtedly this is really really powerful and can be used in many ways.
Jars and lids are strong and Preethi service is as well really",3 people found this helpful
Ramanoudjam,Mixy may be made stylish and handy instead of solid waste,4.0 out of 5 stars,"Reviewed in India on April 26, 2021",Verified Purchase,Performance is not on par with I purchased 110 watts for USA  of the same product in 2019.  Noise level may be reduced. It is easy to use as well as to clean.,
Jerin K Jose,Best Mixer grinder from Preethi,4.0 out of 5 stars,"Reviewed in India on July 21, 2021",Verified Purchase,Looks sturdy and performance is upto mark. Got delivered today. Only problem I noticed was noise level. This 750W mixer grinder produces more sound than a 1000 W Bosch mixer grinder. So this one is quite noisy. Performance wise this is great deal,
Amazon Customer,it gets very hot very fast,1.0 out of 5 stars,"Reviewed in India on April 2, 2022",Verified Purchase,it gets hot very fast. Have to switch it off and on after a minute. Definitely not good for continuous us,2 people found this helpful
Mansi Shah,Bad quality,1.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,"The plastic covers are extremely bad quality ! I believed in Preethi brand because it is in business for many years! But it failed my expectations ! I went for replacement and the mixer worked fine for few days! Now it is lying like a piece of junk
For another 1000 or 2000 more I would have got Bosch which is much much better",
Gurudath.R.Krishna,Value for money,5.0 out of 5 stars,"Reviewed in India on December 2, 2020",Verified Purchase,It works smoothly. Built quality of the product is decent.,2 people found this helpful
SenthilKumaran A.,Worst product Dont buy it,1.0 out of 5 stars,"Reviewed in India on May 10, 2022",Verified Purchase,"Two of the Jars connector bush is just gone (in this Preethy Blue leaf model). Quality is not at all good.

We have Preethy Steel version that has been doing good more than 2 years without any issues.",
SRINATH MS,Guaranteed Product.,5.0 out of 5 stars,"Reviewed in India on July 20, 2020",Verified Purchase,An elegant product with good design and easy to use jars. Bought with good discount thru Amazon.,2 people found this helpful
Raghu,Worth product,5.0 out of 5 stars,"Reviewed in India on May 29, 2019",Verified Purchase,Though this product is used by my parents. i heard lots of positive feedback on this product for the quality of the build and they way it is working (Speed and they way it grinds).  Worth product,3 people found this helpful
Rony G. Koruth,Multiple service center visits requied-poor quality,1.0 out of 5 stars,"Reviewed in India on January 10, 2022",Verified Purchase,We had to change the blade and washer twice. This happened within first 2 months…Very poor quality.. Extremely disappointed.,
Indrajit Nandy,Useful for regular grinding at home,4.0 out of 5 stars,"Reviewed in India on February 15, 2020",Verified Purchase,Purchased this after long research and choose this over Bosch. Good quality and work well for regular grinding...given 4 star because it didn't start during 2nd use due to some internal jam but worked fine after rotating it manually by hand.,One person found this helpful
Amazon Customer,Too noisy,3.0 out of 5 stars,"Reviewed in India on November 13, 2021",Verified Purchase,Surprised to see no effort in reducing noise levels,One person found this helpful
Pavan,No proper service centre,1.0 out of 5 stars,"Reviewed in India on December 25, 2020",Verified Purchase,"I brought this 1 year ago and started getting repairs after that, unfortunately they have only very few authorized service center's that to no one knows that. My choice is not to take this brand without having service center's else you have to empty your pockets by regularly visiting local shops for getting repaired which I am facing seriously.",
Arunkumar,Mixer jar thread worn out,1.0 out of 5 stars,"Reviewed in India on December 25, 2021",Verified Purchase,"After purchasing the Preethi blue leaf diamond mixer, with in one week medium size jar bottom wheel thread got worn-out and not able to tighten. Noise level also high compared to other mixer grinder. Never expected such this quality from Preethi and overall really disappointed.",
Amazon Customer,"Dont Buy, its not good as per the # of reviews provided!!",2.0 out of 5 stars,"Reviewed in India on July 2, 2020",Verified Purchase,"Its not a good mixer. The vessels have loosened up in just 8 months of use that too I dont use it that much.
The medium vessel has already broken and cant use it now until its repaired. The blades are not that great, you have to run the mixer for long to get a fine paste, sometimes it does not even do that.
I am not happy with the purchase at all. I have had other brand mixers perform far more better than this one.",
Gowtham Saran D,wonderful gift to loving people,5.0 out of 5 stars,"Reviewed in India on April 22, 2018",Verified Purchase,It's amazing product and it's wonderful gift to my mother. It's fast and done the job beautifully.I can  see its amazing performance through my mother's smile. Thank you preeti and amazon,4 people found this helpful
s venkateswara rao,Pathetic and poor quality product,1.0 out of 5 stars,"Reviewed in India on March 1, 2020",Verified Purchase,"Review after 4 months of usage.
Pathetic.
It is under repair now after just 4 months of usage. This a poor product from Preethi. Even last year I had purchased same model for my mother and that too has a repair in just 10 months. Not at all fair from Preethi. You guys please gain public trust and stop high definition advertisements. Concentrate on quality",
Rasheeda,Good product,4.0 out of 5 stars,"Reviewed in India on April 10, 2022",Verified Purchase,"Noise level is less, easy to use and clean, compact
The handle is bad because it is screwed from Inside and difficult to tighten",
SUNIL,Not so good,1.0 out of 5 stars,"Reviewed in India on September 5, 2021",Verified Purchase,"Based on my previous experience with preethi, I have selected this brand. But this new one's quality is average. The big jar nut got broken and was unable to use after few days. After some days other Jar also broken and we were unable to use this product. Preethi is not maintaining their old reliability.",
Amazon Customer,Trusted product from many years,5.0 out of 5 stars,"Reviewed in India on February 27, 2022",Verified Purchase,Have used Preethi mixer grinder earlier and do not want to change hence taken again without taking any risk.,One person found this helpful
Jebaraj,One Jar ( Middle size) cap is missing,1.0 out of 5 stars,"Reviewed in India on October 20, 2020",Verified Purchase,"Got the delivery before time , but unable to us the mixie as one jar middle size is without cap . Please refer the photo and arrange for the cap for the jar to use the mixie.
Got fed up calling amazon customer care , please help is using my mixie",
Kavita,Very average. Nothing like the reviews received from people,3.0 out of 5 stars,"Reviewed in India on April 24, 2021",Verified Purchase,"1.5 litre jar has got spoilt in 4 months and the blades have stopped rotating.
23rd June the same thing happened with my second jar. I bought this on 2 December 2020. One can really know from the time frame the quality of product being sold.",
Vimalraj Kudiarasan,Worth for money.,5.0 out of 5 stars,"Reviewed in India on December 27, 2021",Verified Purchase,Perfect product within budget,2 people found this helpful
Maheedhar Sastry,Nice product,5.0 out of 5 stars,"Reviewed in India on December 24, 2019",Verified Purchase,Good product. Though the jars are little small in size they are good for using. Motor is high quality and working good. Satisfied with the product purchase,2 people found this helpful
Kshitij,Don't buy,1.0 out of 5 stars,"Reviewed in India on June 29, 2019",Verified Purchase,"Horrible mixer. Feel cheated by this company. It doesn't grind properly. I always have to re-grind the whole thing again and again. The pots are not spill proof. While grinding, especially liquid things, everything spills out. It doesn't have any safety, evenif you don't have the pot screwed in properly, the mixer can start. Risk. Unlike other mixers, I have used earlier. Please do not buy this product.",One person found this helpful
Dr. Yuvaraj,Worth buying,5.0 out of 5 stars,"Reviewed in India on February 8, 2017",Verified Purchase,Worth buying. Bought it for Rs.3000.,14 people found this helpful
sp,Nice product,5.0 out of 5 stars,"Reviewed in India on March 7, 2019",Verified Purchase,Price was better online than in shop. This company Preethi has understood user need well,4 people found this helpful
Adarsh,Nice product.,4.0 out of 5 stars,"Reviewed in India on March 9, 2019",Verified Purchase,"Motor is powerful.
Blades of jars are perfectly aligned so that u will get better results.
Easy to clean as there is no cuts and curves.
The sound seems to be different but ok.
Design seems to be like a older model but definitely u can go with this product if u ingore the looks.
Value for money.",One person found this helpful
anandi s.,New Preethi disappointing,1.0 out of 5 stars,"Reviewed in India on March 7, 2021",Verified Purchase,Had been using Preethi for the past 10 years....so decided to go in for the same make.... totally disappointed....the jar sizes have been reduced...it does not grind even soft food stuff..... please do not buy this.... Preethi is not what it was....,
Zaks(Thoppy),Jar and its handle very delicated,3.0 out of 5 stars,"Reviewed in India on February 14, 2021",Verified Purchase,"Within one year motor has gone, Jar provided with this mix is very low quality and delicated, each and every time ,we need to fix the handle to use...more over the Jar is so low qualiry,very difficult to use .

Need to improve the quality.",
karthik pvs,Vobbling too much,3.0 out of 5 stars,"Reviewed in India on July 28, 2022",Verified Purchase,Product shakes a lot even at 1 speed setting !!! It's not sturdy even at low speeds . Can't rely on jars while functioning . Can get spilled over easily if we don't keep an hand on top of jars .,
gusto,Excellent product. Must buy.,5.0 out of 5 stars,"Reviewed in India on January 5, 2021",Verified Purchase,"Very happy. Good grip lids, attractive color, very nice shape and color. A must have.",One person found this helpful
Amazon Customer,Good product. Value for money,5.0 out of 5 stars,"Reviewed in India on September 9, 2019",Verified Purchase,I really liked the product. It's easy to use. Slightly noisy but I think it goes with the 750W power rating I guess.,2 people found this helpful
