Name,Title,aiconalt,View,State,View1,asizebase
Aravind H.,I got a good deal of discount yet i'm not too happy,3.0 out of 5 stars,"Reviewed in India on July 21, 2018",Verified Purchase,I got a good deal of discount yet i'm not too happy. Makes a lot of noise and the chutney jar is difficult to open and close due to poor lid design. Only time will tell its longevity,One person found this helpful
Amazon Customer,Mixie came nicely packed with good jars,1.0 out of 5 stars,"Reviewed in India on May 30, 2017",Verified Purchase,Mixie came nicely packed with good jars .But there was a leakage in the first use itself and gets overheated.not recommended .,12 people found this helpful
K S Narayanan,Preethi Mixer Grinder stopped working within 40 days  of purchasing,1.0 out of 5 stars,"Reviewed in India on July 31, 2020",Verified Purchase,"Within a month of delivery, when we had used it hardly thrice, the machine has stopped working. When it worked, it was very noisy and getting heated up very fast. I wonder if a rejected item has been dumped on my head.",One person found this helpful
Ravi podapati,Very very powerful motor.,4.0 out of 5 stars,"Reviewed in India on July 6, 2021",Verified Purchase,"Everything is good except lid of the small jar is very, very tight.",
R.Dhandapani,lethargic despatching things,2.0 out of 5 stars,"Reviewed in India on October 23, 2018",Verified Purchase,Received without gascut for big jar. Asked for replacement. There is no seal and date of purchase on guarantee  card.,2 people found this helpful
Prime Customer,Good,5.0 out of 5 stars,"Reviewed in India on April 30, 2018",Verified Purchase,"Got it at discounted rate of 3.2k
The light feature is very nice

Very promising product considering free lifelong service.",2 people found this helpful
liz,Would not recommend,1.0 out of 5 stars,"Reviewed in India on September 10, 2021",Verified Purchase,Been using this for 6 months. The jar gets heated up as soon as we grind. The copper bolt that secures the nut came off while grinding! Please stay away from this product,
MC,Stopped working and no Service available,3.0 out of 5 stars,"Reviewed in India on June 21, 2020",Verified Purchase,I bought this item in September 2019.  It has stopped working since last 10 days.  I have even register registered a complain since last 7 days.  No one has come as yet.  And strange part is that there is no Service Centre in my city as told by the service centre representative. What should I do?,
Rathna Srinivasan,horrible noise and poor grinding,1.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,"Horrible noise, as if we are in a grinding mill and very poor grinding especially the small jar. Will not grind the coconut pieces fully. Even my 550w Philips could grind that. Tried this brand for the first time and very disappointed",
Saranya,Good,4.0 out of 5 stars,"Reviewed in India on July 3, 2018",Verified Purchase,"The product was of good quality... Only thing is, the blades inside the jar was bit loose... Delivery was delayed by 3 days...  So plz try to deliver on time..",One person found this helpful
sushma,Worst,1.0 out of 5 stars,"Reviewed in India on August 9, 2020",Verified Purchase,"Worst product,doesn’t even grind tomatoes forget about coconut,hard to clean as the blades are attached to the jar,worst buy on amazon till now,would not recommend at all",
Meera Sabnis,Open box received from Amazon!!!!!,1.0 out of 5 stars,"Reviewed in India on September 17, 2019",Verified Purchase,I received this item 15 minutes ago attaching a photo of box And it’s open Not at all happy with this I will comment again once it is opened and tested and used,
Krishna Chaitanya,Good😊,4.0 out of 5 stars,"Reviewed in India on December 28, 2020",Verified Purchase,Being a mixer its noisy. But done its duty ( powerful motor). Jars and blades are great. Overall its good,
sankar haridas menon,"After 2 months, bushes of all 3 jars got loose and stopped coupling with the motor bush",1.0 out of 5 stars,"Reviewed in India on November 8, 2021",Verified Purchase,"After two months of occasional, bushes of all three jars got loose and stopped coupling with the motor bush. Totally unusable. Not happy with the quality of the material. Please see if anything can be done about it.",
Sasidharan Kannankara,Poor performance Preethi,3.0 out of 5 stars,"Reviewed in India on July 14, 2019",Verified Purchase,"Now,  it is making much noise.  It should not happen within such short time of use. The Company should repair/replace the item for customer satisfaction.",
Enthusiast,Jar bottom got fused. Not working. Even the replacement got fused,1.0 out of 5 stars,"Reviewed in India on January 26, 2019",Verified Purchase,I bought this mixie because I thought it is powerful. But within 4 months the big jar blade stopped working. Now I do not know what to do. Can anyone suggest what to do?,
Amazon Customer,Frequently mixi repaired,1.0 out of 5 stars,"Reviewed in India on December 15, 2020",Verified Purchase,"Received defective product. Frequently malfunctioning and requires repair work from service centre. Wheel at the bottom of the jar and in the mixi are received in black colour. While in service centre, they are telling preti's original parts (wheel) will be in white colour.",
Amazon Customer,Pls avoid this,1.0 out of 5 stars,"Reviewed in India on September 2, 2017",Verified Purchase,"Bought in a lightening deal. Quality and price were 50 percent only. Delivered in very next day, I returned on same day. But pick never happened. App is having provision of selecting convenient date and time for pickup, but even after 4 days no movement.",One person found this helpful
Rozario P. Mariadassou,middle jar too small,1.0 out of 5 stars,"Reviewed in India on January 20, 2022",Verified Purchase,You will not able to return this item even if the item is not as per your requirement,
DrArun Pras,Great product,5.0 out of 5 stars,"Reviewed in India on November 6, 2017",Verified Purchase,Excellent item. Working well. Far less price than retail shops,6 people found this helpful
Priyadharshini,Reasonable product,4.0 out of 5 stars,"Reviewed in India on March 8, 2021",Verified Purchase,I was in doubt before purchasing this product ...it's been 40 days now.im ok with its performance and reliability .....the most loveable thing with this product is the small jar it grinds even small quantity finer,
anil@8884466425,Not worth,1.0 out of 5 stars,"Reviewed in India on July 15, 2021",Verified Purchase,Not a good product. Typical attitude on the quality compromise.,
R.Subba rao,Preethi Blue Leaf Mixer Grinder,5.0 out of 5 stars,"Reviewed in India on February 23, 2021",Verified Purchase,"The Preethi Blue Leaf Mixer Grinder is fine and serving the purpose fully, although the noise is a bit high,(while grinding)  Thank you Amazon.",One person found this helpful
vaisakh,It is not silent,3.0 out of 5 stars,"Reviewed in India on August 26, 2017",Verified Purchase,"Cons.
1. It sounds like a saw mill.
2. Some Jars are not useful because of inappropriate blades

Prons.
1. Jars are made of good steel
2. Delivery was fast and good package",5 people found this helpful
Amazon Customer,Very satisfied with the service and the product,5.0 out of 5 stars,"Reviewed in India on April 30, 2018",Verified Purchase,"Very satisfied with the service and the product..
Absolutely no problem.. Worth spending money on this product...
Working is very fine with high speed..",3 people found this helpful
Ramya Jagadeesh,Online preethi products are substandard,1.0 out of 5 stars,"Reviewed in India on July 22, 2019",Verified Purchase,"I am really shocked to know that brands like preethi are also selling sub standard products online. Duplicate parts are used here just to give more discount. I bought it from Amazon an year ago and facing trouble 2nd month itself. Coupler is burnt and jar having issue with blades not durable.
I have used preethi before for 15 years from store and it was great.",
Amazon Customer,Having a Nice maintenance,5.0 out of 5 stars,"Reviewed in India on June 15, 2021",Verified Purchase,"Colour look like shine one.but giving with a juice jar with the same Price in same product makes more happy,still i satisfied with this product.",One person found this helpful
Rajeshmohan,this is a duplicate product,1.0 out of 5 stars,"Reviewed in India on July 14, 2020",Verified Purchase,"I have been using preethi  mixer for long years but when i bought this prodcut  from Amazon I have really cheated!!! it is a Duplicate product i  received , within one week time the handle was broken , the blade lose the sharpness within few uses  ,, don't buy it, it is not original product ...",
Shanavas,As expected good,4.0 out of 5 stars,"Reviewed in India on June 23, 2022",Verified Purchase,As expected,
Bhaskar,Pretty Decent,4.0 out of 5 stars,"Reviewed in India on January 11, 2019",Verified Purchase,It will heat a little bit but that's what is supposed to happen...rest it's perfect for normal usage... unless ofcourse you are super rich and you care more about appearance.,One person found this helpful
Amazon Customer,Preethi  Blue Leaf Diamond mixter,1.0 out of 5 stars,"Reviewed in India on August 23, 2021",Verified Purchase,I have already need to reurn  this product and nobody yet reached me as this product is not working request you please rfund my amount and retun back the product as this product bos not is working from day one.,
George,Poor quality,2.0 out of 5 stars,"Reviewed in India on November 22, 2021",Verified Purchase,Mixie lasted only for 6 months before the motor coupler breaking and the jars are also of poor quality,
Alok D.,Quality product and quieter relative to our earlier food processor.,5.0 out of 5 stars,"Reviewed in India on April 3, 2019",Verified Purchase,"Along with the Maggie Attachment, it works as a food processor also. Takes much less space and is also relatively quieter than our earlier food processor.",
B.S.Seethalakshmi,Spare lid,2.0 out of 5 stars,"Reviewed in India on June 10, 2020",Verified Purchase,"Where can I get a lid for the small steel jar of Preeti blue leaf diamond, model mixie, I bought this mixie from Amazon and the lid is broken now",
shyamishu,Excellent product,5.0 out of 5 stars,"Reviewed in India on May 15, 2022",Verified Purchase,I got it for only 3499/-….I had bought this for mother. I had it 10 years back..still no repairing. That’s why I bought again for my mother….,
Pradeep Reddy,Good product,5.0 out of 5 stars,"Reviewed in India on October 6, 2020",Verified Purchase,"Thanks for Amazon for delivering it without any damage,, after 1 month of usage so far it works fine",
hari,Don't waste your money,2.0 out of 5 stars,"Reviewed in India on August 20, 2021",Verified Purchase,"I Have Odered this product and received in 3 days, which is very defective and have more noise. I have replaced with new one still the new one also having same problem. Please go for other mixture grider don't buy this.",
Ravi,Good but good,4.0 out of 5 stars,"Reviewed in India on October 6, 2017",Verified Purchase,Iam writing this review after using it for 1 year for now.....it is just awesome...may it be coconut or moong dal paste or masala...it grinds so smoothly within in no time...worth for 3000 bucks....love you amazon:-),One person found this helpful
Phani,Very High Heat dissipation with in 2 min of usage...,1.0 out of 5 stars,"Reviewed in India on September 25, 2019",Verified Purchase,I expected Preethi is No one brand in Mixer / grinder section. i felt worst experience by purchase of this product. it is getting very hot with in 2 min of usage. even we can't able touch the jars after using. my mom scrolled at me...  I purchased it in Jan 19.  please help me.,
Mr. X. Dijo,Very poor quality,1.0 out of 5 stars,"Reviewed in India on December 22, 2020",Verified Purchase,"Just after using one month, the jar stuck. No safety features (dangerous for kids), do not recommend",
Arif Khan khadeeja,Too much Noise,1.0 out of 5 stars,"Reviewed in India on September 24, 2020",Verified Purchase,The product which I received has enormous sound. The packaging was also opened when I received.,
Tineke,Do not buy!,1.0 out of 5 stars,"Reviewed in India on January 15, 2020",Verified Purchase,"Do not buy!!
Heats food within seconds when blending, no sharpness in blades only for show, does not even chop banana.
Worst blender ever.
Lots of power but does not do anything with it.
Lids leak and pop off all the time so it is messy.
Major regrets of spending rupee in this product.
0 star.",
pooja kunder,Smoke comes out when biggest jar is used,3.0 out of 5 stars,"Reviewed in India on January 11, 2022",Verified Purchase,"Other two work fine. If anyone has any suggestions fir the biggest jar smoke, let me know.",One person found this helpful
Monika Jayakumar,Jars are getting too much heat.,1.0 out of 5 stars,"Reviewed in India on October 11, 2021",Verified Purchase,While grinding dried urad daal powder the jar is getting too much heat. Needed replacement of the product. Totally disappointed.,
Amazon Customer,Impressed,5.0 out of 5 stars,"Reviewed in India on January 3, 2019",Verified Purchase,"This product was highly recommended to my wife. And we bought it. Been using it for almost a year. Wife is quite impressed
... solid built, heavy duty (almost), handy and looks good too.",One person found this helpful
Ramesh,Missing,2.0 out of 5 stars,"Reviewed in India on September 11, 2021",Verified Purchase,"Lid missing for 0.4 lt small jar..

Dee amazon team

Please cross check before deliver the items..
We are loosing the hope from Amazon now a days..",
Srikant,Worst mixie ever !!!,1.0 out of 5 stars,"Reviewed in India on February 24, 2020",Verified Purchase,Bought this useless mixie 2 months back. Within 4 weeks the big jar stopped working (was not rotating when motor was turned on). I paid a service fee (even though the product was under gurantee) . Within 10 days the motor gave up and when mixie is turned on the fuse blows out tripping the main MCB.,
Vm,Poor jar metal quality,2.0 out of 5 stars,"Reviewed in India on December 25, 2018",Verified Purchase,Very poor jar quality -The jars started to crack and in a couple of months use. Reached out to the customer service oitlet and they told they help mending the jar but will not be replaced. 2 of the jars have already cracked. Avery disappointing purchase.,2 people found this helpful
Sukumar Vinod,No Bill for the Product,4.0 out of 5 stars,"Reviewed in India on October 12, 2020",Verified Purchase,There is no bill attached alongwith the product. So there is no record of the date of purchase. Also the warranty card is not stamped,
Vinod Kumar VM,Jar of low quality. The wheel of the idly jar gets damaged and worn away after five uses,1.0 out of 5 stars,"Reviewed in India on July 19, 2022",Verified Purchase,Looks like a defective piece. Got one kar damaged soon after 5 times of using.  Wheel at the bottom of the jar damagedsoon even after using carefully,
K.Rajendran,Nice mixie,5.0 out of 5 stars,"Reviewed in India on December 25, 2019",Verified Purchase,"Very good mixie! Fully grinding everything!
Only problem we are facing in our home is often the lid of the small jar locked tightly!👌",
Gopinath S,Value for money,5.0 out of 5 stars,"Reviewed in India on February 13, 2021",Verified Purchase,Value for money.,One person found this helpful
RR,Good product,5.0 out of 5 stars,"Reviewed in India on October 26, 2019",Verified Purchase,"Its good product. We were using Preeethi Eco plus for many years. Noise levels when compared with Eco plus, this one seem to be low.
Over all it is a good product.",One person found this helpful
VS Kumar,Noisy and difficult to unlock the jar.,3.0 out of 5 stars,"Reviewed in India on June 19, 2020",Verified Purchase,Very Noisy . Jar lids are flimpsy and  difficult to lock and unlock the small jar from the Mixie base.,
Amazon Customer,Awesome.,5.0 out of 5 stars,"Reviewed in India on August 1, 2017",Verified Purchase,"I loved this. Good quality, worth buying, reasonable rate. Comparatively low noise than other mixies. Delivered in good package",4 people found this helpful
venu,Excellent product,5.0 out of 5 stars,"Reviewed in India on December 23, 2020",Verified Purchase,Dont go with negative review.  Product quality is excellect,One person found this helpful
Ani Jacob,Mixer jars are not good.,1.0 out of 5 stars,"Reviewed in India on June 12, 2020",Verified Purchase,"I am writing this after a few months of usage.Please don’t buy it .The washers of the mixer jars got loosened  up after a few months of use, and while grinding the liquids are leaking.",
Suriya,Worth,4.0 out of 5 stars,"Reviewed in India on November 6, 2021",Verified Purchase,"I brought this product its soo smoothie, less noice. Very powerful. I purchase additional jars its very usefull",
sandhya,Noisy,4.0 out of 5 stars,"Reviewed in India on July 8, 2021",Verified Purchase,Gave 4 star rating just because of the noise...Other than that it's working fine...,
Lakshmi naga ramesh,Very loud noise,1.0 out of 5 stars,"Reviewed in India on November 13, 2020",Verified Purchase,"This product is making lot of noise, ten years back same one I purchased noise level were very less. It makes very irritable.",
Sunil,Worth for money,5.0 out of 5 stars,"Reviewed in India on November 25, 2019",Verified Purchase,"i agree it is little noise but it grinds quickly and the quality is good, worth for money.",One person found this helpful
Nandan,Good product. Brought it for gifting,5.0 out of 5 stars,"Reviewed in India on May 17, 2018",Verified Purchase,"Good product. Brought it for gifting,  but already have one preeti grinder at home providing service from 1999. Hope this might be enough to say how efficient preeti works..",One person found this helpful
Amazon Customer,Very good product from preethi,5.0 out of 5 stars,"Reviewed in India on June 9, 2018",Verified Purchase,"Very good product. Had only heard that preethi is a good brand, but got to see it first hand. On time delivery and received in excellent condition.",One person found this helpful
Saddamismail,Don't take this item,1.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,"Don't take this item
Too warest and wast",
Manu John,"Worst product,  thought preethi was best",1.0 out of 5 stars,"Reviewed in India on August 16, 2020",Verified Purchase,"A worst product,  after 2 months of uasge the jar broken itself,  also every 2minutes of grinding get auto off even in small qty of grinding,  seems delivered duplicate product",One person found this helpful
Rama,efficient,4.0 out of 5 stars,"Reviewed in India on July 15, 2020",Verified Purchase,It is efficient. works well for small portions of masala pastes as well. I am surprised that the rubber gasket of medium jar has become loose after 5 months of usage. wonder where we can get a new one,
Yadul Mohan,Brand,5.0 out of 5 stars,"Reviewed in India on January 16, 2021",Verified Purchase,"Very good product
Easy to use
Reached expectation level",
kailashprabhu,Worst service support. Buy @ own risk,1.0 out of 5 stars,"Reviewed in India on September 29, 2018",Verified Purchase,The product will cover warranty only if you register the product post purchase. But that is not easy. since purchase I'm trying with no success. even after so many mails the customer support is not reacting at all. so my product will not cover any warranty. zero ratting.,
raaj,Nice and high speed,5.0 out of 5 stars,"Reviewed in India on July 14, 2022",Verified Purchase,The Cattny jar is too small.,
S.Santosh.,"Utterly useless product,have repaired it 3 times in the last 8 months.Parts totally sub standard.",2.0 out of 5 stars,"Reviewed in India on September 1, 2021",Verified Purchase,Nothing to say but just a wastage of hard earned money.Amazon should not dupe customers with such sub standard products.,
Suhasini,"Poor quality, pls don't buy",1.0 out of 5 stars,"Reviewed in India on January 27, 2020",Verified Purchase,"It is worst product from Preethi, please do not buy. Jars given large from others but we have to add only half part to grind. More noise and the quality of jae handles are very poor, very bad experience please do not buy. I think amazon need to quality check before popping in the site.",
Sachin Sanghvi,Value for money,5.0 out of 5 stars,"Reviewed in India on June 21, 2020",Verified Purchase,Value for money and would recommend it,One person found this helpful
Jerry J,Super one,5.0 out of 5 stars,"Reviewed in India on May 29, 2020",Verified Purchase,I'am using this mixing from few months still it's performance is best one from the beginning. No doubt it's the best choice.,
Anil Abraham Philip,"Not returnable policy, disappointed , small size,",3.0 out of 5 stars,"Reviewed in India on May 16, 2022",Verified Purchase,"Wanted to replace and buy a bigger size, was informed after purchase it’s not returnable",
Digamber Kumar,Not a durable MixerGrinder,3.0 out of 5 stars,"Reviewed in India on December 15, 2019",Verified Purchase,"This costly Mixer Grinder Motor is not working after 2Yrs of use...technician says its burnt.Even Pots screw and blades were durable...changed multiple times. Whereas my older
Maharaja is better, no problem with motor and ran for 7-8 years without any complaint.",
Sanjay Patil,Very good mixer,5.0 out of 5 stars,"Reviewed in India on May 25, 2020",Verified Purchase,Happy with the purchase. Replaced my current mixer.,One person found this helpful
Jayabharathy,Value for money,5.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,Very good product. Value for money.,One person found this helpful
Chidambaram,Nice product. Functionally mixer. Not too fancy and does the job. Easy to clean,4.0 out of 5 stars,"Reviewed in India on December 22, 2018",Verified Purchase,Overall satisfied with the product. Arrived with little scratches on the outer. But thats all. I dint bother to exchange or refund as the product itself was working well. Noise is decent. Not too silent though.,
Bharathiraja P.,"Good product, too loud, easily fixable!",4.0 out of 5 stars,"Reviewed in India on November 10, 2018",Verified Purchase,"Good product, problem with my piece is jars are too loud while in use. Figured out, thats because jar assembly's screws are not leveled up to the blades!! I tighten them up to max, its much better, silly reason to be loud! But highly durable and long lasting product for sure..... one star less for poor assembling!",
meena,Not Good,1.0 out of 5 stars,"Reviewed in India on February 10, 2021",Verified Purchase,its been only 10 days that i bought this product and used it exactly 3 times only and it is spoiled. the mixie doesnt run any more. it has stopped working.,One person found this helpful
deepu,Please dont buy,1.0 out of 5 stars,"Reviewed in India on November 20, 2018",Verified Purchase,Please dont buy this item this is bad item it doesn't work at all. The motor coupler fix using some type of fevi col etc.. The quality is very bad.. First time i am facing such a bad experience from Amazon,One person found this helpful
SHRIRANGA BHAT,Good,4.0 out of 5 stars,"Reviewed in India on June 14, 2020",Verified Purchase,"Nice product under this price. Overall good, but bit noisy",One person found this helpful
Girish R Iyer,Product review,5.0 out of 5 stars,"Reviewed in India on September 27, 2020",Verified Purchase,Very nice product,One person found this helpful
Kris,"Strong, powerful, noisy",4.0 out of 5 stars,"Reviewed in India on July 8, 2020",Verified Purchase,"Strong and hard. It is a bit noisy, but houses a powerful motor for quick grinding",
Praveen,Dont buy,2.0 out of 5 stars,"Reviewed in India on November 18, 2021",Verified Purchase,"Very bad quality of jars , they broke with normal usage only and performance is also very low. It gets heated up quickly. I am writing this after 1 year of usage.",
Deepak Anand,"Grinds rice,dals etc in no time",5.0 out of 5 stars,"Reviewed in India on June 23, 2019",Verified Purchase,I got for 3k...my friend has been using this brand for 10 yrs without any problem...,One person found this helpful
Swathi,Fake product!!,1.0 out of 5 stars,"Reviewed in India on February 25, 2022",Verified Purchase,This was a fake product which was delivered. The jars stopped working on 4 months time.. the bush under the jars just gave away…,
Pooja,Worst product don't buy,1.0 out of 5 stars,"Reviewed in India on July 17, 2021",Verified Purchase,"Worst product:
We gifted this product and it is gone within 1 month.we stopped buying electronics from Amazon after multiple bad electronic products delivered from same seller.",
Manju H,Value for money that you pay.,5.0 out of 5 stars,"Reviewed in India on October 6, 2020",Verified Purchase,Very powerful machine,One person found this helpful
Ragunanth,nice and affordable mixie,5.0 out of 5 stars,"Reviewed in India on March 22, 2022",Verified Purchase,nice mixie with affordable price. it serves the basic purpose and as a bonous grinds idly and dosa batter as well. good one and i would recommend this product,
ruchi kapoor,Mixer and grinder,1.0 out of 5 stars,"Reviewed in India on April 19, 2021",Verified Purchase,I had bought this in October 2020 and within 6 months both the small jars have stopped working.  I don't know how get their parts replaced . Please advice.,
Ananthakrishnan N.,Value for money 💰,5.0 out of 5 stars,"Reviewed in India on August 16, 2020",Verified Purchase,Good to go,2 people found this helpful
S Rajagopal,Five Stars,5.0 out of 5 stars,"Reviewed in India on May 20, 2017",Verified Purchase,Quite good. Noise is same as other Mixer Grinder.  Could register online for warranty.,5 people found this helpful
Prasanna Kumar,It's really a nice product. I got it for 3k during great ...,4.0 out of 5 stars,"Reviewed in India on October 17, 2017",Verified Purchase,"It's really a nice product. I got it for 3k during great Indian sale. Worth for the price. Noise is acceptable as it is an 750w mixer grinder. Lids are awesome actually as they fit perfectly. It grinds everything without any hassle. Jars are fine too. I could have rated 5 but because of poor delivery, fifth star had gone for toss. Go for it if you can't afford for Platinum.",One person found this helpful
Savio Paul,Not a Quality Product,1.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,"It stopped working within 6 months itself, very poor quality.",
Dee,Good but makes lot of noise,4.0 out of 5 stars,"Reviewed in India on August 19, 2020",Verified Purchase,Grinds fast given the higher motor capacity. But makes a lot of noise. Also feels like someone is drilling a wall when the motor's running,
Mathews,Excellent Product at Reasonable Price,5.0 out of 5 stars,"Reviewed in India on October 28, 2018",Verified Purchase,"Excellent Product at Reasonable Price
Amazon does it again with comparatively low Price!!
Worth Purchase for daily use",One person found this helpful
smartsaravanan89,Don't bye this product,1.0 out of 5 stars,"Reviewed in India on July 31, 2021",Verified Purchase,Video Player is loading.,One person found this helpful
Raghavendran Raghunathan,"Preethi Blue Leaf Diamond Mixer Grinder, 750W, 3 Jars (Blue/ White)",4.0 out of 5 stars,"Reviewed in India on February 8, 2021",Verified Purchase,Nice mixer grinder with good working condition.,
Rajeswara Reddy,I don't recommend.,2.0 out of 5 stars,"Reviewed in India on August 1, 2021",Verified Purchase,"After grinding, very difficult to take out the jar from mixie.  Very tight. Ladies can't.",
Amazon Customer,Don't buy this product....worst mixer I have come across,1.0 out of 5 stars,"Reviewed in India on October 27, 2018",Verified Purchase,Not happy this product got it in Jan 18 and just 10months the mixer got spoiled and when we check for repair they are asking 1000rs instead I can buy new mixer. Till now I have never come across a mixer so worst. Pls don't buy this product,
Santhosh Kumar,Wow..🌷,5.0 out of 5 stars,"Reviewed in India on February 12, 2020",Verified Purchase,It was really gud...fear of buying electronics online is completely washed out... working gud...no damages...and the delivery was too early...can trust blindly🌷🌷🌷,One person found this helpful
Suresh Kumar Puppala,It works good but size medium and small jars not ok.,4.0 out of 5 stars,"Reviewed in India on October 17, 2019",Verified Purchase,The size of jars is not proper... especially middle one.. you will feel it has no medium size jar. Compare with other models .... the smaller is too small and medium is larger so it creates  gap.,
Amazon Customer,Not Worth for money & Poor Customer relation in Amazon,1.0 out of 5 stars,"Reviewed in India on June 3, 2020",Verified Purchase,"the product quality is not up to the standard, Noise level is high, Delivery was very delay. can understand the situation but amazon CUSTOMER service is very poor.",
Krishnakumar,Worst quality on jar,2.0 out of 5 stars,"Reviewed in India on September 4, 2018",Verified Purchase,I bought this product just 7 mo the back. The small jar lid got broken into 4peaces. Due to its worst quality. And corner of small jar also turned cut. I don't whether it is covered in warrenty or not if so where I go to replace it,2 people found this helpful
Amazon Customer,Worst product,1.0 out of 5 stars,"Reviewed in India on November 17, 2021",Verified Purchase,After the warranty periid motor damaged. Service centre ask Rs 2500 plus for motor and jar,
Rajendra Pradhan,Best mixer grinder in the market,5.0 out of 5 stars,"Reviewed in India on December 10, 2020",Verified Purchase,It is the best grinder mixer we bought since last 30 years.Specially the grinding operation is the best.,One person found this helpful
Pradeep Nagaraja,Motor died,1.0 out of 5 stars,"Reviewed in India on September 16, 2019",Verified Purchase,Motor died just after 2 years of purchase and no warranty beyond 2 years. Is motor designed to die after 2 years?,
srikanth kala,"Worst experience, return window closed",1.0 out of 5 stars,"Reviewed in India on December 13, 2020",Verified Purchase,"Vibration is so high for dosa batter which is of 0.5 kg
Not satisfied",
Manjunath,super product,5.0 out of 5 stars,"Reviewed in India on October 6, 2021",Verified Purchase,super product,
Saha,"The plastic driver at the bottom came lose, the big jar is very inefficient",2.0 out of 5 stars,"Reviewed in India on November 8, 2021",Verified Purchase,"Used primarily for making fruit juices, the big jar is not effective, the smaller one , the plastic driver at the bottom came off, cannot be retightened",
ramkumar r,Improvement in QA/QC aspects,4.0 out of 5 stars,"Reviewed in India on November 2, 2020",Verified Purchase,"One of the bowl had a, defect which was made good by the company's branch at Ernakulam. AI not raining for replacement. Please improve your QA and QC.",One person found this helpful
Sudhir Gopi,Nice,4.0 out of 5 stars,"Reviewed in India on January 19, 2022",Verified Purchase,It was as expected.,
mathangi,one has to rreally forcefully hold down the lid so ...,3.0 out of 5 stars,"Reviewed in India on April 13, 2018",Verified Purchase,"one has to rreally forcefully hold down the lid so it wont flip and pop out during functioning, which has happenend to me twice causing a mess all over the kitchen",One person found this helpful
Sindhu Radhakrishnan ,Review,4.0 out of 5 stars,"Reviewed in India on September 17, 2020",Verified Purchase,"Grinding for dosa, chutney etc are good. Bit expensive product. But hope it will be long lasting. noise level is a bit high. Buy only 750 Watts n above.",
Varsha agrawal,Not good quality,1.0 out of 5 stars,"Reviewed in India on October 30, 2020",Verified Purchase,Not good quality. Jar lids are made of cheap plastic. No direction marker to place jar to lock with base. Jar seal is quality is very cheap. Difficult to clean. Blades are good as of now.,
Customer1,One Star,1.0 out of 5 stars,"Reviewed in India on June 18, 2018",Verified Purchase,"It is not original brand. In the jar, nothing is printed. It is plain. Duplicate replica.",3 people found this helpful
Vinoth,Not a good choice,3.0 out of 5 stars,"Reviewed in India on October 25, 2019",Verified Purchase,"Does not grind properly
Noise level is high
Fixed blade In jars so cleaning is difficult",
dev,Grinder jars not working,1.0 out of 5 stars,"Reviewed in India on September 24, 2021",Verified Purchase,"Higley disappointed, the jar are not working just after one month of use. Need refund",
Priya,Good purchase,5.0 out of 5 stars,"Reviewed in India on February 17, 2020",Verified Purchase,The grinder works very well. But the noise is a bit intolerable. Cleaning jars is not that easy. Overall function is good.,One person found this helpful
subramanian s,Powerful,5.0 out of 5 stars,"Reviewed in India on July 9, 2019",Verified Purchase,Nice product.Powerful motor.Versatile. Easy to use and clean.Value for money.,One person found this helpful
veera,Worst da dei,1.0 out of 5 stars,"Reviewed in India on October 20, 2020",Verified Purchase,"Amazon delivered a duplicate product.. within a month Preethi print on the mixer went off.. blades are very blunt and jars are made of very worst metal., great disappointment.. don’t go for this atleast from this buyer",
Sasidharan P.,Preethi blue leaf diamond mixer grinder.,1.0 out of 5 stars,"Reviewed in India on May 16, 2021",Verified Purchase,"Noise level is too high.  It is rotating like heavy loads.  I think close lid  is increase the load and difficult to pour water in the jar when rice grinding.  One thing is OK ""easy  to clean"".",
Girish HC,Na,5.0 out of 5 stars,"Reviewed in India on March 13, 2021",Verified Purchase,"Everything is gud except the price. Though there was discount offered while buying , Amazon added too much of TAX.",One person found this helpful
Missy cooper,Okay Okay,3.0 out of 5 stars,"Reviewed in India on October 13, 2020",Verified Purchase,It's our first such product so I can't compare with other but other than noise level everything else is fine. Jar size also there should be something for juice.,
Shubham Thasal,Want to return the product as the cap of mixer vessel not sent sent to me,1.0 out of 5 stars,"Reviewed in India on May 13, 2022",Verified Purchase,Received incomplete package. Caps of the mixer vessel are missing. And this app wontclet me return the product. Please guide in this regard,
Amazon Customer,BAD experience,1.0 out of 5 stars,"Reviewed in India on December 6, 2020",Verified Purchase,Very difficult to clean the big jar because blade is not removable.I escalate this problem to amazon customer care nand ask replacement but they are rejected so I am unsatisfied with this product.,
PANDARINATHAN,HERE IS AN IDEAL MIXER GRINDER FOR HOME USE,5.0 out of 5 stars,"Reviewed in India on October 22, 2019",Verified Purchase,"It is a very good model. Working well and nicely. Really happy and proud to have it.
But what is the PULSE operation? How to perform it? This is not explained. The catalogue/operating manual can be a more elaborate one.",One person found this helpful
Balachandran V,Good product,4.0 out of 5 stars,"Reviewed in India on October 2, 2020",Verified Purchase,Value for money. Quality product. Only drawback is high sound level.,
Priya Varma,Bad buy.,1.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,Not worth the money. And amazon customer care is least helpful,
