Name,Title,aiconalt,View,State,View1,asizebase
anchit,Good product,5.0 out of 5 stars,"Reviewed in India on August 25, 2019",Verified Purchase,Its good,
Rajeev,Nice,4.0 out of 5 stars,"Reviewed in India on November 10, 2019",Verified Purchase,Good value for money,
b.v.ramarao,Super,4.0 out of 5 stars,"Reviewed in India on February 5, 2019",Verified Purchase,Very useful,
LALIT CHOUHAN,No,5.0 out of 5 stars,"Reviewed in India on October 10, 2019",Verified Purchase,Gud respose,
Amazon Customer,Good product,5.0 out of 5 stars,"Reviewed in India on May 5, 2019",Verified Purchase,"Very good product, durable",
Vishal,excellent product,5.0 out of 5 stars,"Reviewed in India on August 6, 2019",Verified Purchase,Powerful and reliable,
Harichand M V,Powerful,5.0 out of 5 stars,"Reviewed in India on December 8, 2019",Verified Purchase,Good,
C J M,Five Stars,5.0 out of 5 stars,"Reviewed in India on February 6, 2018",Verified Purchase,met expectations,
Shamim,Good,5.0 out of 5 stars,"Reviewed in India on November 28, 2019",Verified Purchase,Good,
Amazon Customer,Superb,5.0 out of 5 stars,"Reviewed in India on October 9, 2019",Verified Purchase,Excellent,
yogesh k.,Very nice,5.0 out of 5 stars,"Reviewed in India on November 13, 2019",Verified Purchase,Very nice product,
SIbeesh N N,Good product,4.0 out of 5 stars,"Reviewed in India on August 25, 2019",Verified Purchase,Good product.,
Ravindra,Great product,5.0 out of 5 stars,"Reviewed in India on August 23, 2019",Verified Purchase,Great product,
santu paul,nice product,4.0 out of 5 stars,"Reviewed in India on May 1, 2019",Verified Purchase,nice,
Amazon Customer,Best,5.0 out of 5 stars,"Reviewed in India on February 13, 2020",Verified Purchase,Perfect,
mandeep,Great for heavy duty work,5.0 out of 5 stars,"Reviewed in India on September 5, 2015",Verified Purchase,Superb moxie.  Great for heavy duty work.,One person found this helpful
Harshit Joshi,Value for Money,5.0 out of 5 stars,"Reviewed in India on October 27, 2018",Verified Purchase,Good Product to buy value for money,
Febina shan,Super product,4.0 out of 5 stars,"Reviewed in India on January 30, 2020",Verified Purchase,Nice,
Pradeep kumar,Good work,5.0 out of 5 stars,"Reviewed in India on September 27, 2019",Verified Purchase,Good work,
vineet sharma,good,4.0 out of 5 stars,"Reviewed in India on July 27, 2019",Verified Purchase,grinding is nyc,
Amazon Customer,Good,4.0 out of 5 stars,"Reviewed in India on July 22, 2019",Verified Purchase,Build quality very good,
Vivek,Good product,5.0 out of 5 stars,"Reviewed in India on November 9, 2019",Verified Purchase,Good product,
Amazon Customer,Good value,5.0 out of 5 stars,"Reviewed in India on May 29, 2019",Verified Purchase,Good,
udhayakumar,Good,5.0 out of 5 stars,"Reviewed in India on June 15, 2019",Verified Purchase,Value mony,
Amazon Customer,Good,5.0 out of 5 stars,"Reviewed in India on May 24, 2019",Verified Purchase,Good product,
FAYEEM,Awesome,5.0 out of 5 stars,"Reviewed in India on June 22, 2019",Verified Purchase,Awesome product..,
Roopesh singh,Very good performance.,5.0 out of 5 stars,"Reviewed in India on July 31, 2019",Verified Purchase,Nice product.,
Suresh2,Go for it,5.0 out of 5 stars,"Reviewed in India on January 10, 2019",Verified Purchase,Good build up quality than other big brands,
Necromancer,Awesome,5.0 out of 5 stars,"Reviewed in India on October 17, 2018",Verified Purchase,Awesome product,
Mukesh Kumar,Very happy,5.0 out of 5 stars,"Reviewed in India on November 23, 2019",Verified Purchase,Supar product,
Sayyed aslam,Amazing,5.0 out of 5 stars,"Reviewed in India on October 21, 2019",Verified Purchase,Good product,
Amazon Customer,The Best Mixer Grinder Go For It wihtout Any Doubt,5.0 out of 5 stars,"Reviewed in India on April 6, 2018",Verified Purchase,"Though I had ordered for 810-watt, I received 900-watt Mixer & Grinder I think they have upgraded 810-watt to 900-watt.
So my review is for 900-watt machines.

As I didn't want to jump to the conclusion, I decided to wait to write this review, Today it is exactly a month (Bought on 5th March 2018 today it is 6th April 2018) since I bought this mixer grinder and in short, if I have to say then ""Without any hesitation go for this machine"" almost every now and then my wife is thanking me (Not Exaggerating)
Build Quality - Excellent be it SS Jar, Plastic Lids, Blades even foreign brands may not match up.
Motor Quality & Noise - Strong, Sturdy and Very low noise compared to many other comparable and high-end machine which we had.
Blades - They are the best.
Jars - Not too big not too small for each application, Highly appropriate and properly sized for the family.

Quality of Grinding/Mixing
Chutney - Never had such smooth chutney.
Tomato Puree - Paste which you ever wanted.
Idly-Dosa Mix - In a zip it makes the wonderful batter.
Khada Masala - You will be amazed at the quality of the powder. All items are grinded evenly.
I can go on and on but here I leave for you to buy it and experience this MADE IN INDIA super quality machine.",20 people found this helpful
Kiran,Awesome,5.0 out of 5 stars,"Reviewed in India on June 14, 2019",Verified Purchase,Too sharp blades,
Ronit,"Great product, works well compared to other mixers in the market. Strong and sturdy motor.",4.0 out of 5 stars,"Reviewed in India on July 13, 2019",Verified Purchase,Thank you,
Virag Singh Jaswal,Good,5.0 out of 5 stars,"Reviewed in India on October 11, 2019",Verified Purchase,Nice product,
Rajendra Singh,Good product,5.0 out of 5 stars,"Reviewed in India on November 16, 2019",Verified Purchase,Good product,
MANMEET SINGH,GREAT,5.0 out of 5 stars,"Reviewed in India on August 17, 2019",Verified Purchase,EXCELLENT,
Amazon Customer,Nice,4.0 out of 5 stars,"Reviewed in India on July 17, 2019",Verified Purchase,Nice,
BABU PRASAD,Ok,5.0 out of 5 stars,"Reviewed in India on November 13, 2019",Verified Purchase,Beet,
lakshmi narayana.k,Super,5.0 out of 5 stars,"Reviewed in India on July 3, 2019",Verified Purchase,Super Product,
maruthi,Good one,5.0 out of 5 stars,"Reviewed in India on November 7, 2019",Verified Purchase,Good one,
Aditi s.,Five Stars,5.0 out of 5 stars,"Reviewed in India on September 12, 2017",Verified Purchase,Great product.,
viswanadh,Good product,5.0 out of 5 stars,"Reviewed in India on November 10, 2017",Verified Purchase,Simply I can say Product is excellent..,
Kajal Verma,Na,5.0 out of 5 stars,"Reviewed in India on November 24, 2019",Verified Purchase,Na,
asivaprakash,Good,4.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Good,
Deepa,Loved the design of this mixture,5.0 out of 5 stars,"Reviewed in India on June 25, 2017",Verified Purchase,Value for money. Loved the design of this mixture .,One person found this helpful
narayana,goid,5.0 out of 5 stars,"Reviewed in India on June 20, 2019",Verified Purchase,nice,
Saikat Gupta,Review,5.0 out of 5 stars,"Reviewed in India on June 2, 2019",Verified Purchase,Great,
Nishanth,very good,5.0 out of 5 stars,"Reviewed in India on March 20, 2019",Verified Purchase,good,
Puneet Singh,Very good item,5.0 out of 5 stars,"Reviewed in India on November 6, 2019",Verified Purchase,Great,
Amazon Customer,For heavy duty use,4.0 out of 5 stars,"Reviewed in India on July 14, 2019",Verified Purchase,Best Product,
Jayadevan P S,Nice,4.0 out of 5 stars,"Reviewed in India on June 2, 2019",Verified Purchase,Good,
vishal,Very nice product,5.0 out of 5 stars,"Reviewed in India on January 15, 2019",Verified Purchase,Very good quality..powerful motor!!,
Abdul Naseer .N,Very Good Product,5.0 out of 5 stars,"Reviewed in India on September 10, 2018",Verified Purchase,"Very Nice, good working. satisfied",
Kruthik,Good,4.0 out of 5 stars,"Reviewed in India on July 22, 2019",Verified Purchase,Worth,
Arup Mondal,Thanks AMAZON,5.0 out of 5 stars,"Reviewed in India on April 30, 2019",Verified Purchase,Good product,
shari Mohan,Good,5.0 out of 5 stars,"Reviewed in India on February 7, 2019",Verified Purchase,Mixi is really good,
Maha Dev Jethani,Good quality,5.0 out of 5 stars,"Reviewed in India on May 3, 2019",Verified Purchase,Value for money,
Rachna ,nice,5.0 out of 5 stars,"Reviewed in India on August 22, 2019",Verified Purchase,nice,
Vinod Kumar,great prduct,5.0 out of 5 stars,"Reviewed in India on September 22, 2018",Verified Purchase,amazon amazing,
Habeeba Rahman,A very powerful mixer for wet grinding.,5.0 out of 5 stars,"Reviewed in India on March 13, 2019",Verified Purchase,I like its strong body.,
Felix G.,Good equipment,4.0 out of 5 stars,"Reviewed in India on January 21, 2019",Verified Purchase,Strong and blends very fast,
Kiran,Good one,5.0 out of 5 stars,"Reviewed in India on February 22, 2019",Verified Purchase,Good one,
Amazon Customer,Four Stars,4.0 out of 5 stars,"Reviewed in India on August 7, 2017",Verified Purchase,Very nice & durable .,One person found this helpful
Amazon Customer,Very good,5.0 out of 5 stars,"Reviewed in India on July 21, 2019",Verified Purchase,Very good,
Ravikiran,very good,5.0 out of 5 stars,"Reviewed in India on November 28, 2018",Verified Purchase,super product.,
nilesh jadhav,Best,5.0 out of 5 stars,"Reviewed in India on October 9, 2019",Verified Purchase,Best,
RAJAN GUPTA,Best,5.0 out of 5 stars,"Reviewed in India on August 23, 2019",Verified Purchase,Good,
Mohd. Sajid,Good,5.0 out of 5 stars,"Reviewed in India on August 27, 2018",Verified Purchase,Good product,
KREESH,SUJATA MIXER,4.0 out of 5 stars,"Reviewed in India on June 30, 2019",Verified Purchase,GOOD,
mithun p,Superb,5.0 out of 5 stars,"Reviewed in India on July 8, 2019",Verified Purchase,Superb,
Anil Kumar,Long life product,5.0 out of 5 stars,"Reviewed in India on November 19, 2018",Verified Purchase,I like the product,
dileep.b,Four Stars,4.0 out of 5 stars,"Reviewed in India on November 12, 2015",Verified Purchase,One of the jar lid is broken  otherwise perfect,
Amazon Customer,Excellent,4.0 out of 5 stars,"Reviewed in India on April 14, 2019",Verified Purchase,Good product,
Hasainar T,Excellent,5.0 out of 5 stars,"Reviewed in India on November 13, 2018",Verified Purchase,Super performance,
Shinoj kandiyan,Five Stars,5.0 out of 5 stars,"Reviewed in India on August 14, 2017",Verified Purchase,"Good product, thank you Amazon...",
Ashish Kumar jaiswal,Ok,4.0 out of 5 stars,"Reviewed in India on July 5, 2019",Verified Purchase,Ok,
manu,Wow,5.0 out of 5 stars,"Reviewed in India on June 27, 2019",Verified Purchase,Perfom,
Yassir Masroor,Good,4.0 out of 5 stars,"Reviewed in India on December 8, 2018",Verified Purchase,Nice,
Amazon Customer,Very nice,4.0 out of 5 stars,"Reviewed in India on November 24, 2018",Verified Purchase,Good product,
Jaya,Product review,4.0 out of 5 stars,"Reviewed in India on December 1, 2018",Verified Purchase,Everything,
Amazon Customer,Sujata is awesome,4.0 out of 5 stars,"Reviewed in India on January 19, 2019",Verified Purchase,Nice product,
P.G.Mathew,Five Stars,5.0 out of 5 stars,"Reviewed in India on November 16, 2018",Verified Purchase,very good,
himanshu chaudhary ,Powerful,5.0 out of 5 stars,"Reviewed in India on December 31, 2018",Verified Purchase,Perfect product,
ALFAYIZ enterprises,Nothing as I am using from 3years and still it has the same output the way brought from first day,4.0 out of 5 stars,"Reviewed in India on August 29, 2018",Verified Purchase,Good product.,
kumuda.s,Fantastic,5.0 out of 5 stars,"Reviewed in India on October 21, 2018",Verified Purchase,Good quality,
Nujoom,nujoom,5.0 out of 5 stars,"Reviewed in India on January 31, 2019",Verified Purchase,good,
Tarun Motwani,Awesome,5.0 out of 5 stars,"Reviewed in India on September 23, 2017",Verified Purchase,Awesome product...,
Virender Singh Nayal,Five Stars,5.0 out of 5 stars,"Reviewed in India on December 26, 2017",Verified Purchase,Forever best,
H Singh,Five Stars,5.0 out of 5 stars,"Reviewed in India on June 30, 2016",Verified Purchase,Good product.,
Mamta Bisht,Five Stars,5.0 out of 5 stars,"Reviewed in India on November 30, 2017",Verified Purchase,Outstanding,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on July 7, 2017",Verified Purchase,Good one,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on October 27, 2017",Verified Purchase,It's gd,
Rajeev Singh,Superb Mixer Grinder for Domestic Use,5.0 out of 5 stars,"Reviewed in India on August 28, 2018",Verified Purchase,"I have purchased this mixer grinder just one month back. before it, I have used two other brands of mixer grinder since last 20 years in my house. But my experience with this Sujata mixer grinder is very good. In my view, this is the best mixer grinder in the Indian market for domestic use. the quality of steel and plastic is very good. Though it is 900watt motor still the noise is not too high. blades are of very good quality. The motor is very compact. most important thing is that the grinding quality is very good. I have grind 1 kg of unbroken whole turmeric within 10-15 min time with very fine powder. since the motor is in 900watt thus there is no overload protection needed and it can work continuously for more than one hour. Even dosa mix and chutney grinding are also very fine,  and also the grinding is comparatively quicker than other domestic mixer grinders because the rpm of the machine is very high. I will highly recommend this mixer grinder to everyone who wishes to purchase a good quality machine for domestic use.",15 people found this helpful
sandeep,Great product,5.0 out of 5 stars,"Reviewed in India on June 30, 2017",Verified Purchase,"Easily one of my best purchases on amazon in the last one year. Thanks a lot amazon's buyers community for providing accurate and conprehensive reviews. Bought this with a lot of apprehensions after extensive reviews and this hasn't let me down in any manner. My wife simply loves it. Great speed, not at all noisy, superb grinding quality, can grind items even without water. So far so good.",6 people found this helpful
R.Kalyanasundaram,Suggestions for Improvement,4.0 out of 5 stars,"Reviewed in India on August 12, 2017",Verified Purchase,"The product is well engineered and it has the power.
Two things are not up to the mark. 1. The gasket of the domed jar is not flexible and even with low speed, the liquid oozes out, making a mess.
2. The disc blade of the jar is very thin and cuts the hand if not carefully handled while fixing. this should be of thicker material like other brands.
The wire cord is very good and long,but the length poses a problem on the cooking platform. If the extra length of the cord can be fixed with some sort of clip arrangement, it will be convenient.
Still, I recommend this over the makes",7 people found this helpful
BENJAMIN GEORGE THOTTUMKAL,One hell of a workhorse!,5.0 out of 5 stars,"Reviewed in India on February 6, 2018",Verified Purchase,"I've used this for more than a month now and I must tell you that it's powerful! I tried making dosa batter in maximum throttle and all I can say that is the machine is a beast. Please go for it if you're a heavy hitter only. It's not for the feeble hearted especially when you're using it in full throttle. Housewives and maids, please do not use it in full throttle...",3 people found this helpful
Sunita Kapur,Five Stars,5.0 out of 5 stars,"Reviewed in India on January 11, 2015",Verified Purchase,"It's working well, all grinding, mixing requirements are being met.",4 people found this helpful
A. GAUTAM,Fabulous Product,5.0 out of 5 stars,"Reviewed in India on April 30, 2017",Verified Purchase,"This is the product we had been looking for. Sujata is the name to go for mixer and grinder. Amazon did a great job in delivering the product in no time. As far as the product is concerned, it needs no description. Its too good and cheaper than the price charged on other ecommerce websites.",
cyc,Great product,4.0 out of 5 stars,"Reviewed in India on August 10, 2016",Verified Purchase,Excellent mixer - I did receive a slightly wobbly part - the centre ring into which the jars lock - but was too wary of returning and re ordering. Functionality wise - remains unaffected. the mixer is brilliant and powerful and not loud.,3 people found this helpful
Y V Ramakrishna,Go for it!!!,5.0 out of 5 stars,"Reviewed in India on October 17, 2017",Verified Purchase,An excellent heavy duty motor. No issues found till now. The quality of all three jars is very good. The item description needs a correction. It supposed to be 900 watts (810 watts is an old model). Anyways you will get the latest model that is 900 watts.,2 people found this helpful
anurag sharma,Amazing!,5.0 out of 5 stars,"Reviewed in India on September 17, 2017",Verified Purchase,Absolutely powerful and does what it is supposed to. Performance is at par with industrial grinders. This was suggested by a friend who had been using it for more than a year and was very happy with it. Even the electrical appliances technician who was repairing was earlier mixer from.another brand recommended this as one brand whose grinders hardly came to.him for repairs. Definite recommend.,3 people found this helpful
Spacial Revelation,Five Stars,5.0 out of 5 stars,"Reviewed in India on September 3, 2016",Verified Purchase,"Best quality mixer in the market. Smooth sound, really powerful and grinds within a short time.",3 people found this helpful
Customer,Just Brilliant!!!!!!!,5.0 out of 5 stars,"Reviewed in India on November 3, 2017",Verified Purchase,Delivered today... this product is just awesome!!!! Anybody planning to buy this product... dont even think twice... just go for it... very strong and sturdy.... and over that u get the 900w motor mixer.... product headline needs to be changed from 810 to 900... all the materials used are of top quality....,3 people found this helpful
Amazon Customer,Sujata Dynamix 810 Watt Three jar Mixer is 9 Star product,5.0 out of 5 stars,"Reviewed in India on August 10, 2017",Verified Purchase,"Earlier we were using 7Star Mixie which was very sturdy and reliable. We used it for nearly 17 years. it is still running but getting parts was difficult since company has closed down. Then my niece suggested to buy Sujata Dynamix 810 Watt. This is by far a better product than even 7Star. We are very happy with the product and will recommend it to others without hesitation. How long it will run and how is the service of the product in Kolkata, only time will tell.",One person found this helpful
Dr Arun Mohanan,Four Stars,4.0 out of 5 stars,"Reviewed in India on November 1, 2015",Verified Purchase,using for the past 2 days good performance so far,
SRIKANTH R,Well built,5.0 out of 5 stars,"Reviewed in India on May 15, 2017",Verified Purchase,Awesome machine. Using it on regular basis no nonsense! If you are looking for quality mixe go for it with out any second thought,2 people found this helpful
Ravine Nbr,A Powerful Giant,4.0 out of 5 stars,"Reviewed in India on June 8, 2018",Verified Purchase,"A powerful giant. After lot of research and returns ended up with this. Powerful giant that can mix grind anything like a charm. All my family bought the same after me. Only con we could note was chutney jar was a way too small for our needs.
And yeah its 900w unlike title.",2 people found this helpful
Afsal Meerankutty,Damaged Item Delivered,1.0 out of 5 stars,"Reviewed in India on January 31, 2017",Verified Purchase,"Ordered this twice. Both time got damaged products.
Returned and bought from local shop.",9 people found this helpful
jeeva,Five Stars,5.0 out of 5 stars,"Reviewed in India on March 4, 2016",Verified Purchase,very good condition.Gift wrap missing.Looking for carat jar separately.,
KC,Good product,5.0 out of 5 stars,"Reviewed in India on March 10, 2017",Verified Purchase,Heavy.durable.very good motor and material.happy with performance,One person found this helpful
"Part-time Cook, Full-time Student","Solid performance, would recommend to others",4.0 out of 5 stars,"Reviewed in India on August 1, 2017",Verified Purchase,"Have had Sujata for a couple of weeks now, and it's been great to use thus far. We make almond butter, and all sorts of smoothies, and the motor has lived up to these arduous tasks without strain. It's not much to look at, but the insides seem solid.",
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on August 19, 2016",Verified Purchase,Excellent mixer....very good blades and a powerful motor,2 people found this helpful
Inderpreet Kaur Kular,"Powerful, efficent and best in it's class",5.0 out of 5 stars,"Reviewed in India on March 9, 2017",Verified Purchase,Best Mixer Grinder and it is not 810 watts it  is 900m watts. Very powerful motor and build quality is best. Does it's works efficiently,2 people found this helpful
Shubhneet Bhargava,wonderful product,5.0 out of 5 stars,"Reviewed in India on April 21, 2017",Verified Purchase,awesome product.... i just love the mixer... perfect blending plus no chance of jar getting stuck due to suction n rubber issues....,
Abraham Jason,Five Stars,5.0 out of 5 stars,"Reviewed in India on March 30, 2016",Verified Purchase,Powerful motor,
Sunil K.,Five Stars,5.0 out of 5 stars,"Reviewed in India on December 2, 2017",Verified Purchase,"Powerful grinder, does exactly what it says on the box",One person found this helpful
Sanjay Chowdhury,robust machine,5.0 out of 5 stars,"Reviewed in India on November 28, 2017",Verified Purchase,fantastic product. sturdy motor. commercial quality,
Santosh Kumar,Five Stars,5.0 out of 5 stars,"Reviewed in India on August 15, 2017",Verified Purchase,This is one of the best mixer grinder for domestic use..,
VP,Five Stars,5.0 out of 5 stars,"Reviewed in India on October 28, 2015",Verified Purchase,Good Product. Great service by Amazon.,
By_Jinto,Pros: - Well designed for high speed operation - ...,5.0 out of 5 stars,"Reviewed in India on February 4, 2018",Verified Purchase,"Pros:
- Well designed for high speed operation
- Solid build quality, premium materials
- Fast grinding

Cons:
As of now nothing. Will update if there is anything we find.",
Rameshwer,nice product 👌😀,5.0 out of 5 stars,"Reviewed in India on August 17, 2018",Verified Purchase,powerfull performance. very comfort. my mom very happy with this product.,One person found this helpful
Amazon Customer,Four Stars,4.0 out of 5 stars,"Reviewed in India on November 13, 2016",Verified Purchase,"Working fine. Got one clip on jar cover damaged, but it's OK.",One person found this helpful
Amit Saraswat,Quality product though safety feature missing.,5.0 out of 5 stars,"Reviewed in India on April 15, 2017",Verified Purchase,"Looks awesome quality for jars and motor.  I am little disappointed after noticing that safety feature for jar locking is not at all available.  motor can start without placing jar or even jar os half way set.  it can lead accident of user is not careful. except that every thing really great... low noise with powerful motor is surprising for me.Update: using it for couple of months now, without any issue.  grinding turmeric, rock salt, black salt as well every month along with all other raw spices at home only.  Seriously a great product.",14 people found this helpful
Bjt,A powerful machine,4.0 out of 5 stars,"Reviewed in India on September 25, 2017",Verified Purchase,A powerful machine,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on November 9, 2016",Verified Purchase,The best grinder..... Full power,One person found this helpful
Prince,Five Stars,5.0 out of 5 stars,"Reviewed in India on October 31, 2016",Verified Purchase,Working Awesome,2 people found this helpful
Bhupesh kakodkar,Five Stars,5.0 out of 5 stars,"Reviewed in India on November 29, 2016",Verified Purchase,In one word it is excellent,
Aditya,Too good,5.0 out of 5 stars,"Reviewed in India on December 3, 2016",Verified Purchase,Awesome product,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on October 21, 2017",Verified Purchase,Super powerful with high quality material. I would recommend this machine.,
Chand thakur,Four Stars,4.0 out of 5 stars,"Reviewed in India on October 28, 2017",Verified Purchase,Good quality,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on June 21, 2016",Verified Purchase,Good,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on May 26, 2017",Verified Purchase,Superb.....,One person found this helpful
K.sujatha,Five Stars,5.0 out of 5 stars,"Reviewed in India on May 30, 2017",Verified Purchase,It is very good,
Amazon Customer,Four Stars,5.0 out of 5 stars,"Reviewed in India on February 3, 2017",Verified Purchase,Good very good,
sanchita,You might lose your fingers,1.0 out of 5 stars,"Reviewed in India on February 12, 2018",Verified Purchase,"This is a warning to anyone looking to buy this. You will lose your fingers!! today morning I had an accident. While making chutney, the lid popped off and I lost the tip of my finger.
See pics. This is a very badly designed machine. Now I'm looking for who to complain and ask for compensation.

Main issues:
No hands free
Lots of vibrations
wobbly fit",15 people found this helpful
SV,Quality Product,5.0 out of 5 stars,"Reviewed in India on March 10, 2016",Verified Purchase,"I have received the mixer grinder a week ago.
I bought it even though it was pricey for a simple mixer grinder.
First of all, i liked the looks. It indeed looks like a quality product. The jars have a metal base. The jars are also wide enough making cleaning very easy.
Transparent lids with good rubber grip. the rubber grip also slips out very easily for cleaning.
Its definitely not as noisy as bajaj.
Powerful. No doubt about it. Dry grinding is so easy.
I applaud the product designers. They must have given a lot of thought for taking care of little things. Even the placement of switches.
Incredible it is an Indian brand!

In my opinion its the most simple, most compact, most effective mixer grinder. I am glad i purchased it.",24 people found this helpful
alamelu vaidyanathan,Four Stars,4.0 out of 5 stars,"Reviewed in India on November 24, 2015",Verified Purchase,Powerful mixi. Prompt service by Amazon.,One person found this helpful
Auskin,Best 😊,5.0 out of 5 stars,"Reviewed in India on November 21, 2016",Verified Purchase,Best mixie. Finely grounds in seconds. 900watt!!! Sound is very less compared to other mixer grinders of even lesser watt.,One person found this helpful
Wall-e,Best value and star of the pack,5.0 out of 5 stars,"Reviewed in India on June 3, 2021",,"This was our third mixer and we spent a lot of time exploring other options.
The item was pricier, going out of stock and so we went to an offline retailer for the buy.

We are a small family and grinding used to be a chore - wife uses this more frequently than Tabletop Grinder now. Small batches of Dosa and Idly batter are breeze and saves our hours spent on cleaning up the Tabletop in the WFH days. There might be small chinks with the build, but this product delivers in everything else. You won't even remember there's a mixer in your house or worry about what brand it is when something delivers functionally so well. Might look expensive at first, but you realize that this is worth it when after a year, you seem to be using it for so little time, even after plugging it in almost on a daily basis for something or the other. It probably is a tiny little noisy because of the bigger motor, but it takes so little time to do anything, that it's totally accpetable. I used to hear the complaints about the old mixer so frequently and after we bought this, i never heard a murmur about this having a problem.

Realized the variants are many, but at the heart of it, its the same motor with different jars and outer body, so pick what you need rather than worrying about what variant fits best. We bought a dynamix considering our usage which doesn't involve any juicing or mixed use for grinding idly, dosa doughs too.
I hate shopping too frequently and prefer functionality over the shine, and this worked so well, that now i try to look at most of our buys through a similar filtering criterion!

A knight in not too shiny armor is what i'd say! One of the best and Made in India too!

Added edit:
It's been more than a couple of years since brought this home. When I hear someone is looking for a new one.. i confidently recommend this. Great product.

Another year later:
The mixer is going great, we don't even move it much. It's now pretty much a fixed object in our kitchen! Thanks Sujata for this most rugged and meanest beast of a mixer!",3 people found this helpful
Getafix...theDRUID,Three Stars,3.0 out of 5 stars,"Reviewed in India on October 8, 2016",Verified Purchase,The top cover of motor is loose.,3 people found this helpful
Amazon Customer,One word for this mixer Awesome..,5.0 out of 5 stars,"Reviewed in India on February 10, 2017",Verified Purchase,"One word for this mixer
Awesome......
Does not make any noise like other mixer grinder
Its superb
Those who are looking for mixer grinder go for this one .",One person found this helpful
Ananda Bhargav,The Zero-Nuisance MIXER,5.0 out of 5 stars,"Reviewed in India on June 21, 2017",Verified Purchase,"It's down right awesome, sturdy and powerful. Jars built quality is great and so is the motor's performance. All in all a good choice for one's kitchen.",2 people found this helpful
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on April 29, 2016",Verified Purchase,Yes we are satisfied with the product and the service of amazon,
Amazon Customer,Four Stars,4.0 out of 5 stars,"Reviewed in India on October 23, 2016",Verified Purchase,"Nice asthetic, with high power motor but Too costly as compared to market price",One person found this helpful
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on September 11, 2016",Verified Purchase,Good mixer thanks,One person found this helpful
Vishal K.,After sales service!,1.0 out of 5 stars,"Reviewed in India on July 7, 2016",Verified Purchase,"The product is not working properly!
Started acting funny exactly after 10-12 days after I bought it !!!
And now I'm not able to get through the service centre of Sujata !!",20 people found this helpful
R.MANOJ,Five Stars,5.0 out of 5 stars,"Reviewed in India on April 18, 2015",Verified Purchase,"mixi sound is high ,else every thing ok",3 people found this helpful
Kamatchi,very satisfied with this appliance,5.0 out of 5 stars,"Reviewed in India on May 29, 2017",Verified Purchase,"Such a durable product, much suited for daily house hold have used it for a month now, very satisfied with this appliance.",
Unnikrishnan VP,Five Stars,5.0 out of 5 stars,"Reviewed in India on March 21, 2017",Verified Purchase,Good product.  Working well.  No problems yet.,
Jo,Super Sujata.,5.0 out of 5 stars,"Reviewed in India on November 26, 2016",Verified Purchase,"Super mixer grinder. Powerful , faster, elegant.

If you use it you will not look for any other brand after that.",One person found this helpful
Kudo Shinichi,"No. 1 Mixer Grinder, Compact, Strong and Powerful !!!",5.0 out of 5 stars,"Reviewed in India on June 17, 2021",,"Don't think twice, just go for it!! Worth every penny.
Using this for past 2 weeks, If you can spend some more money, I suggest you to buy this one.
The 900W motor is really powerful and does its job very fast.
The driving gear teeth/coupler is made of metal, which is long lasting compared to the plastic ones and is only available in the Dynamix model.
The body is also made of strong plastic.
3 jars are provided: Wet grinding, Dry grinding and Chutney jar. Although the blades for Wet and Dry are same.
The Blender/Juicer jar is not provided, you have to buy it separately.
The noise is little high, it's because of the powerful motor, else everything is more than one can expect.",2 people found this helpful
Ajay Pan,very happy with the product,4.0 out of 5 stars,"Reviewed in India on December 18, 2015",Verified Purchase,"Powerful mixer. Things happen quick. When I first heard the name I was doubtful of the build quality. After receiving, very happy with the product. Heard in lot of reviews, it is loud. I don't agree to that as one I got is a bit noisy when compared with Morphy Richards, but not as bad as Bajaj",One person found this helpful
Joy,Five Stars,5.0 out of 5 stars,"Reviewed in India on March 21, 2017",Verified Purchase,Very good product. Less sound compare to other brands. High qualitty product. Must recommend,
Rainbow 🌈,Best Product !! Low noise level.,5.0 out of 5 stars,"Reviewed in India on April 27, 2021",,"I was using preethi mixer about 5 years. Now am regretting why I didn’t buy Sujatha instead of Preethi.. after using sujatha how came to know how crap preethi mixer !! Last 3 years my LG grinder is resting in the self. Preparing idly/dosa batter in Sujatha mixer just in 5 minutes all done ! Best product. 100% recommend. Definitely, you thank me later .
Cons : Handle bars broken easily ( might be last 3 years I have been cleaning in dishwasher)

Note: Reviewing after 3 years of usage !!",
Rg,Best Mixer Grinder,5.0 out of 5 stars,"Reviewed in India on May 1, 2021",,"After having observed that many juice sellers use this Brand Mixer Grinder with their rugged use and practically no maintenance, bought Sujata ( three steel jars). Its almost three years and no Complaints. Blending, dry / wet grinding everything is superb. Most important, its fast, less effort, convenient, time saving. Cleaning is simple. Little expensive but worth. Strongly recommend.",
