Name,Title,aiconalt,View,State,View1,asizebase
Divakar,Better not buy online,3.0 out of 5 stars,Reviewed in India on 16 July 2018,Verified Purchase,"We have faced problem with small jar, there is a leakage, better I suggest to go with authorised dealers for electronic items, otherwise sujatha mixer grinder is one among top brands in India .... Kindly buy from shop directly .....",313 people found this helpful
Sh_amazon,Go for it!!,5.0 out of 5 stars,Reviewed in India on 22 September 2018,Verified Purchase,"After 10 years of using panasonic brand mixie and runnning to the repair shop spending 250-300Rs every 3 months to replace the bush which burns out and the grinded product is also coarse. I bought this wonderful mixie pitying,being merciful on myself and decided not to continue the self torture. I had seen this mixie in several juice shops, and if
they could survive there surely it can for domestic use. I am very satisfied with my sambhar powder, green gram bath powder which turned out fine. The masala for kulambhu's are also smooth. Thanks Sujata.",249 people found this helpful
Chintan,THE BEST MIXER IN THE MARKET,5.0 out of 5 stars,Reviewed in India on 21 June 2018,Verified Purchase,"First, we bought Bajaj mixer, very dissatisfactory. We have also had a very bad experience with Philips. Trust me, all these sophisticated looking brands do not do a good job, when you grind dosa batter or black pepper, they just disappoint you. This is THE BEST mixer available in the market, it been a year but till date, my mother praises it every time she uses it.",262 people found this helpful
R,Definitely would recommend!,5.0 out of 5 stars,Reviewed in India on 7 April 2021,Verified Purchase,"Initial impression on 07/04/2021:
Bought it via Amazon from k3stores seller.
The jar's base is made of Aluminum metal, whereas mostly other brands provide plastic bases.This could increase the longevity of the jars, but haven't faced any issue previously with plastic base too.
The jars are of good quality and heavy too.
The coupler is made of metal too, and this would definitely increase the longevity of the coupler, as most brands provide plastic ones.
The grinding and build quality are good.
But only, the mixer grinder wobbles and makes high noise while on high grinding mode.
But the high grinding mode isn't even necessary, it grinds well in low grinding mode.

P.S:
""The biggest mistake I did earlier was, went for the brand name. Don't be deceived by the brand names. (I meant Preethi, Philips, and Crompton Greaves)"".
This is the fourth mixer grinder in less than a year.
Earlier purchased Preethi(returned to Amazon), Philips(Unfortunately kept it), and Crompton(Sold it offline within 3-4 months usage), I feel Sujata is better than its competitions.

Update on 24/07/2021:
It's past, 3 months and fortunately no issues till now.

Update on 10/10/2021:
It's past almost 6 months and fortunately no issues till now.",51 people found this helpful
Ivan Coutinho,It surprises you with the power it has,5.0 out of 5 stars,Reviewed in India on 23 January 2019,Verified Purchase,"The First thing I did when i got this mixer was make Pepper powder. Put the mixer directly on high, the mixer made some noise for 1 second and then went on at full RPM. Stopped it within 10 seconds, checked the vessel only to see that the pepper was powdered so fine that it felt like talcum powder.

Next was Peanut butter which usually screwed up any mixer i tried it on. Nut not this one, oh no. This went on grinding even though the peanut butter extremely sticky and difficult to make. Within a minute my peanut butter was ready as was smooth as a paste.

Same goes for idli batter. It makes a noise for a few seconds and then grinds at full rpm without any issue.

The blades on all the mixer vessels are very close to the vessel base, which makes for high quality grinding.

Excellent product. My whole Family is happy. Then went on to buy another one for my Aunt. Now then have given the same feedback.

You won't regret buying this product.",103 people found this helpful
Atul,Quality Control Missing,1.0 out of 5 stars,Reviewed in India on 2 August 2020,Verified Purchase,,53 people found this helpful
Saj,Good product. Small issues with grinding chutneys.,4.0 out of 5 stars,Reviewed in India on 21 October 2019,Verified Purchase,"Purchased this recently for a deal during a sale, after getting good feedback about this Mixer Grinder. Have used the dome Jar for wet grinding for Iddli,Dosha etc., and it was so quick compared to my 750 watts old mixie, and the grinding was also good and smooth. Noise was also not so irritating. Also used the medium jar for coconut gravy etc. and for juicing watermelin juice and those were also good and fast.Yet to try dry grinding of turmeric,chilly etc.Will update the review then.
Regarding the build quality, the motor part is strong and good.The rotating part on the top is made of metal and not plastic like other mixers.Check the images attached. The dome grinder has clips as well.
The cover attachment around motor part is removable and therfore easy to clean.
Only slight con. felt is that the Jars are slightly loose fit to the motor part cover attachment. Not very loose but feel like we should keep our hands over the Jar while operating(as it is mentioned on all Jar lids already), so doubtful if that is fine or if thats any defect. My old mixer jars were kind of tight fit, so i have even left the wet grinding Jar to work on its own during the operation without keeping my hands above them(Not sure if that was recommended though).

Regarding packaging: It was tight enough and packing was flawless inside the Sujatha carton itself,which inturn was placed inside th amazon carton.

Satisfied now after few days of usage.Looks like this is very durable too.

Edit:Used small jar for chutney grinding and was not very satisfactory just for semi dry chutney.The Jar should be full for proper grinding of coconut for dry/semidry chutney.Adding more water will allow it to grind well but the chutney will become looser(thickgravy like) then.",58 people found this helpful
Saurabh,Returned it..,1.0 out of 5 stars,Reviewed in India on 30 June 2019,Verified Purchase,Product Recieved was defective...Disappointed...,68 people found this helpful
Amazon Customer,Excellent product,5.0 out of 5 stars,Reviewed in India on 28 November 2018,Verified Purchase,"It is really the best mixer grinder... people are generally not aware of Sujata products..they go for Bajaj, USHA, Philips, Panasonic, Havels ...Sujata mixer grinder is slightly costlier but are far, far better than all the leading brands...in the year 2000 I got as gift a Sujata mixer grinder on my wedding and used the same for about twelve years before mishandling by a neighbor cost me the grinder...l purchase three grinders one each of USHA Bajaj and philips in between before finally again purchasing this product from Sujata...",62 people found this helpful
Amal Borah,Return with good luck.,3.0 out of 5 stars,Reviewed in India on 10 May 2019,Verified Purchase,"May be value for money, may be material is good, may be durability is best. I do not hurt so many your loyel customer who reviewed positively about the product. Holder part of mixture grinder is not tight enough say loosely fitted that I decided to return the product because it may accident in future time. After receive back my money I will decide to purchase another model of this brand.",38 people found this helpful
,,,,,,
anamika,The best mixie award goes to!!,5.0 out of 5 stars,"Reviewed in India on June 4, 2019",Verified Purchase,"I don't usually write reviews but every time I use this  product, I want the world to change their mixie and buy this one! I've used a couple of brands in the past - sumeet, bajaja, Philips.. But none of them come close! This is a compact product with insane power! Blending is a breeze.. Lump free and fast! Wet grinding is an enjoyable experience (no wait time involved due to over heating). The jars are compact and fit into the main unit without any hassle! Do not think before buying this product! It won't disappoint",33 people found this helpful
Seema,Go for it!,4.0 out of 5 stars,"Reviewed in India on May 22, 2020",Verified Purchase,"Bought this after a lot of survey online+positive feedback from friends. Was contemplating this against Powermatic,Multimix and the rest and decided to go with Dynamixx. Reasons:-
1)Hardly ever made juice and don't think I will either
2)Stainless steel jars-preferable to polycarbonate, in my opinion.
3)Food processor-how often will I take out the attachments to chop/knead( and then wash them and keep them safely back+space crunch)-Next to never.
And in the last few days I have been amply rewarded. Am enjoying the time I am saving with this solid mixie(work done in 1/4 the time I spent earlier)Have ground dosa batter, coconut chutney (from coconut chunks) and today made coconut milk(pic attached), from chunks again. And am thrilled to say this mixie passed the acid test with flying colors.
This should be in every kitchen as it takes the drudgery out of it ;)
Now,my Mom wants to buy it too...that's the ultimate thumbs up👍",21 people found this helpful
Akhil Jain,"poor quality, poor durability and/or manufacturing defect",3.0 out of 5 stars,"Reviewed in India on September 5, 2019",Verified Purchase,picture attached shows one of the rubber is missing. and a white cover is upraised. there is a small crack also near it. the white cover hides a screw beneath it. the white cover doesnot go down into the base despite pushing. both issues lead to instability while the product is in use. also creates noise,25 people found this helpful
Amazon Customer,The original product had noise and Fire issues.. ...,1.0 out of 5 stars,"Reviewed in India on July 1, 2017",Verified Purchase,The original product had noise and Fire issues..  but the replacement sent was 2nd hand! It had flour traces in the container and the blades were scratched.,64 people found this helpful
Dinsana k,plastic lock missing,1.0 out of 5 stars,"Reviewed in India on December 28, 2019",Verified Purchase,"Hi Team,

I have purchased Sujatha mixer few weeks back. When I opened today for the first use I found that jar is not sitting properly , and I can see that the plastic lock which suppose to lock is available only in one side. Please check and let me know why this happened and how to fix this. Please send the plastic lock piece if it can fix myself.",23 people found this helpful
Milind Wargude.,Value for Money,5.0 out of 5 stars,"Reviewed in India on October 30, 2020",Verified Purchase,,14 people found this helpful
Kaliyuga Vikramarkudu,Real mixer for family's,5.0 out of 5 stars,"Reviewed in India on January 6, 2018",Verified Purchase,"Finally we found a REAL mixer after we used almost all the brands in India. No doubt go for it
And please don't give low 🌟 rating because of the seller or amazon problems. Star rating is for the product and the brand...... This is the best product",34 people found this helpful
Raddy Negi,Sujata naam he kaafi hai,5.0 out of 5 stars,"Reviewed in India on October 18, 2018",Verified Purchase,Best powerful grinder compare to other grinder,32 people found this helpful
RAGHU PRASAD,The product QA not done at company end,3.0 out of 5 stars,"Reviewed in India on July 5, 2019",Verified Purchase,The Motor is certainly powerful. However the guide above the motor which acts as a guide sleeve to the jar is not getting locked. It always comes out every time the jar is removed and also when we try to place the jar on the motor. This is a minor defect which could have been rectified during QA process in the Industry. Though it is a minor defect rectification at customer end is difficult as it demands a new matching guide as the locking system adopted is not strong enough. Otherwise the product is good and if purchased directly from shop we could get ba chance to select piece which is perfect in fit.,12 people found this helpful
Sivaramakrishnan,SUJATA DYNAMIX 900W,5.0 out of 5 stars,"Reviewed in India on August 7, 2020",Verified Purchase,"POINTERS for those who are in search of a new very good mixer cum grinder:
1. Sujata BRAND MACHINE - DYNAMIX DX 900W, is an UNKNOWN IN MARKET, BUT A SILENT HIGH PERFORMER
2. this machine easily beats hollow all the those well known brands and in market in this category like Preethi, Bosch and others...( I used Preethi exterior steel colour, and which turned to be a great disaster to me within a year and often I needed to spend a lot for repairing and THE WORST EVER NOISE POLLUTER AND I CAN EASILY SAY THE NOISE MADE THE ENTIRE BUILDING TO SHAKE... LEAVE AWAY TH NOISE LEVEL WITHIN THE HOUSE.. SO HORROBLE DESIGN...
3. SUJATA came out with an excellent design and each unit used for grinding is excellently designed thinking on the usability factor from customers perspectives - it is simply a success as seen by the 90% 5&4 rating given by those for this machine by many end users /customers, which none of other brands in India have given such rating. I too stand by those people who rated this machine with a 5* rating.
4. additionally, when I had read the reviews of many users, wished to place an order, but could not place the order as the stocks were unavailable. My enquiries with the customer care could get prompt response whereby by they advised me to get in touch with the zonal head and they shared those numbers as well. But in the process, within a week's time, I could place the order ONLINE itself, as the products were made available and got the delivery PROMPTLY BY AMAZON, BEING PRIME AND AMAZON DELIVERED AS USUAL WITH IMPECCABLE SERVICE... I WAITED FOR 5 DAYS FOR MAKING THIS REVIEW AFTER USING THE PRODUCT.",7 people found this helpful
Prashanth Shivanna,Quality product,5.0 out of 5 stars,"Reviewed in India on February 6, 2019",Verified Purchase,"After a long research I stopped here risking the product service facility. Hoping this will not give me much headaches. Quality of the product is very good. Good review from my wife too (Ah, that's very important).. ;) The lacking points of this product are.

1) No exclusive service centers (in Mysore) in all cities.
2) As this has 900Wt motor, it will not work with UPS",19 people found this helpful
Baburaj A Puthenveettil,The best mixer available.,5.0 out of 5 stars,"Reviewed in India on January 2, 2022",Verified Purchase,"Review after two weeks of daily use. I bought this mixie after being fed up with our earlier Philips (the persistent problem of blades getting decoupled from motor at loads, for two philips mixies) and Panasonic ( too noisy, leaky caps, blades getting decoupled and quite difficult to clean). In contrast, this mixie takes whatever is thrown at it nicely. It has a default dry grinder, wet grinder and chutney bowls, all in stainless steel; an extra blender bowl can also be purchased, which I did. The main difference with other mixies is its power (900w), metal couplers on the mixie base ( eventhough the coupler on the bowls are plastic), metal bases for all bowls, including for transparent plastic blender bowl, rotary speed selection switch, which can be rotated in both directions, separate push button for whipping, bowl caps that do not leak etc. Noise is not too much for the power of the mixie. I bought an extra transparent plastic blender bowl, which does an excellent job of blending everything fast. The blender bowl really pulverizes fruits and vegetables into so fine particles in no time so that little is left in the sieve when I sieve for the output to get the juices. I have tried grinding jaggery block in the dry grinder, the jaggery powder became wet due to the moisture within, and it became very tough to mix, the blades even stalled, still nothing happened to the mixie. This mixie is indeed a very powerful task master, it is for nothing that all the juice shops use this mixie. In my opinion this is the best mixie available at this price.",4 people found this helpful
Srinidhi Adiga,worth to buy- do not look at name or price.. It is very good product.,5.0 out of 5 stars,"Reviewed in India on July 10, 2019",Verified Purchase,"initially my wife and mother told to cancel the product when they came to know i ordered it. because of its name and not so known brand to them
As per my mother now, she is very happy with the built and performance. also the jars are good. very efficiently and quickly her jobs are done.
She said even though we spent so much it is worth and made her life easier in kitchen.
Cuffing is made of iron whereas other mixer are made of plastic.

Only drawback is smaller jar used for chutney making is quite lesser in volume.. that is the only negative feedback.

writing this review after using it for 10 days only.",12 people found this helpful
Parthiban J,"Powerful mixer , great value and awesome performance",5.0 out of 5 stars,"Reviewed in India on September 8, 2020",Verified Purchase,"I was looking for a powerful mixer that can help us with grinding dosa / idle batter and chose this over a table top grinder has this can be used for multiple other purposes as well. was doubtful about sing 900W grinder due to the heat it may generate but this boy is powerful and yet does not heat up to spoil your batter. It ticks that checkbox.

Value : Got this for 5999 which i think is a good price for such a powerful motor and 3 jars. The build is plastic body but looks sturdy enough, the lock mechanism of the jars is simple.

Cleaning : Easy to clean due to the removable ring around the rotor. The jars themselves are also easy to clean as they are stainless steel.

Performance: Good. Both for wet and dry grinding. All blades do the job.

I would recommend this mixer over any other mixer grinder in the market and if you are a small family that uses user mixer to make dosa / idly batter as well, then don't look no more.",6 people found this helpful
JustAnotherGuy,Best mixie in India.,5.0 out of 5 stars,"Reviewed in India on May 29, 2020",Verified Purchase,"Awesome mixie. Very powerful. Grinds coconut chutney like butter. Best mixie we can buy in India. No other brands come close.

Previously I have used Philips, Bajaj and Prestige. They does not compare to Sujata. Sujata mixie is in different level.

You can buy Sujata with eyes closed. I am very happy and satisfied with my purchase. Also Sujata is a Made in India product.

As usual Amazon did a great job of delivering and good pricing.",8 people found this helpful
Vinod M,Powerful and quick,5.0 out of 5 stars,"Reviewed in India on January 3, 2019",Verified Purchase,Using it for 2 months now. I was little skeptical if this would be as good as given in other reviews. We are a family of 6 and all our grinding is finished in half time now. The motor is really powerful and able to grind any substance very quickly. We mostly end up using the smallest jar as other 2 jars are big and we don't have large quantities. It would be nice if Sujata can include smaller jars. I plan to buy 1 more small jar for backup.,16 people found this helpful
Sudhir Patil,Very Good Product,5.0 out of 5 stars,"Reviewed in India on September 10, 2019",Verified Purchase,"Update after using for 1 year: Great mixer. I got it for about 4,700 from amazon. Just go for it.

6 Month update: Your search for a good mixer ends here. I have been using this for more than 6 months. This is not fancy. But, I have not seen a better performance mixer than this. The bestest mixer ever.
PS: I even ground bettlenut to make powder. Amazing.

OLD FEEDBACK BELOW:
OK. it may not have fancy name and a fancy look. But this is a great product. The noise level is not too high for a 900W machine. Does not occupy much space. I ground Turmeric with this.No issues. Have been making chutney. No Problem. Did the batter for Udin Wada. Absoutely fine. Vibrations for 900W machine was optimal.
Buying this product is a no brainer.",8 people found this helpful
Veer,Wastage of money,1.0 out of 5 stars,"Reviewed in India on December 26, 2018",Verified Purchase,"Waste Product. Even from the day one it did not work. So I returned this next days. And got all money refunded.

If this happened after 10day. Than ??",20 people found this helpful
Ajay,I was duped!,1.0 out of 5 stars,"Reviewed in India on January 31, 2021",Verified Purchase,The picture says it all. Got a shocker when I received the product. It felt as if I was been sent an old product which has been lying in the Amazon warehouse for ages. And the icing on the cake is that the mixer doesn't even have a motor. The bottom line is don’t go by the discounted rate. You may land up receiving something totally unexpected. Pathetic experience.,6 people found this helpful
Amazon Customer,Works effortlessly but need stable base for vibration less experience,4.0 out of 5 stars,"Reviewed in India on October 21, 2018",Verified Purchase,"Overall a good product for making dosa batter, chutneys or dry chilli powder and works effortlessly. However, the base doesn't sit firmly with vacuum rubber support which creates too much vibrations and whole unit shakes little bit during initial few seconds of wet grinding. Not sure if this is the case for all or only our unit.",13 people found this helpful
BHASKAR DEY,"Must product for indian home, could have been better with saftey features",4.0 out of 5 stars,"Reviewed in India on January 25, 2022",Verified Purchase,Video Player is loading.,3 people found this helpful
Imran,Quality control issues- jar holder defective,1.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Video Player is loading.,6 people found this helpful
Verified User.,Catastrophic noise level. UNBEARABLE SOUND. Too loud. Had to return,3.0 out of 5 stars,"Reviewed in India on September 9, 2020",Verified Purchase,"The product was absolute good quality, a good sized heavy duty machine.
But I had to return the product because of extremely high noise level while operating. Noise level was so loud, the sound was unbearable, the kitchen sounded like a factory when I turned this mixie on.
So bottom line, amazing build quality, amazing design.
BUT SOUND IS UNBEARABLE. ITS SO LOUD THAT YOU SUSPECT IF ITS A DEVELOPMENT ERROR OR DAMAGED PRODUCT.
(Be careful, most sellers ship this product with only replacement policy. No refund)",4 people found this helpful
Tomhawk,Got Damaged Product Again,1.0 out of 5 stars,"Reviewed in India on January 29, 2021",Verified Purchase,"Got damaged product, the coupler is stuck in place and can't be removed also the blades are very tightly put in place so we are unable to remove that too.
The screw cover under the coupler is broken.
The screw under the jars are broken or deformed.
The quality of spinner underneath jars are not adequate also no finishing.
The Washer of the curry jar was found to be deformed.
The mixie has scratches at places.
The finishing of the product not up to mark, there is plastic protuding at places of the main mixer.
Only a pair of extra blades are there.

The worst situation is that this is a replacement product, I returned my last order because it had some damages this time I got even worse product with the same damage and a little extra.😢

I am sick of this replacement process. I'll not replace this time due to a week waiting time. I'm fed up of this.😭",2 people found this helpful
RAJAN,Great mixer grinder,5.0 out of 5 stars,"Reviewed in India on May 2, 2021",Verified Purchase,"This is my first sujata mixer grinder. I have used mixer grinder from Philips and Maharaja whiteline before. Well philips mixer grinder was good and still running however, I was looking for more powerful motor which is very useful for grinding idlli- dosa batter.
1. The mixer grinder have comparatively less vibration. And talking about the noise level, it's bearable by the way the noise in any grinder is due to thegrinding process.. The noise doesn't comes from the main motor.
2. The sujata mixer grinder don't have overload switch which makes me spectatical about the motor protection
3. As per the brand, the motor is capable of continuously grinding for 90 minutes which is really attractive and one of the reason I chooses this over philips or any other big brands.
4 delivery was good from Amazon and the seller.",2 people found this helpful
Amazon Customer,Awsome,5.0 out of 5 stars,"Reviewed in India on October 23, 2020",Verified Purchase,"Seems that this company does not do lot of advertisement like front end companies. Also doesn't offer jaw dropping discounts like other mixer/grinder companies. But it does its job fantastically well when it comes to product.
Started using Sujata Dynamix from past days. Firstly superb packing. Noise level is very low. And it does the job pretty fast. The grinding is very fine. Its a Made In India brand quality product, very less time we get both of these combinations.

Only one addition this company can do is to provide Blender attachment. I bought separately, but it doesn't come with ring. It does fit but unlike what we get as attachments with this product.",3 people found this helpful
Br,Large Jar leaking and heat generated - Not as expected from the positive reviews,2.0 out of 5 stars,"Reviewed in India on November 16, 2019",Verified Purchase,I purchased this seeing the good reviews but  regret buying at this price. I owned a preethi mixer.Large Jar is leaking and  by the time I found out this  return window was over.  Cant use the large Jar for scare of electric shock. Need the company to replace the Jar which is not used.I find that the chutney Jar is too small and doesnt grind coconut without adding water.It is fast  bcs of 900 W but heats up  as any other Mixie and generates more sound.Will review after few months use.,4 people found this helpful
Amazon Customer,Initial Packaging of product should be Very Good as it was not in my case.,4.0 out of 5 stars,"Reviewed in India on November 14, 2018",Verified Purchase,"As soon as I put this mixer online it wouldn’t start. Poor packaging of high value product. Though Initial packaging was of Poor quality as I could see One plug pin dislodged. Amazon should see that Immediate replacement on same day of returned item pickup, essential, for kitchen items especially, else the men have bad time at Home..... However I recd. replacement delivery on 3rd day. This time packing was better.  Now coming to quality of Mixer its Good product. Recommend to buy this product. You will not be disappointed unless the Packer has not done job properly....",6 people found this helpful
Raju Cherian,Bad design - just one base motor  unit for all their appliances,3.0 out of 5 stars,"Reviewed in India on February 18, 2022",Verified Purchase,"Peole have written lots of positives on this item, I just want to mention the negatives I felt,

1. Main jar is too small - it is only 1.2 lts not 1.5 as claimed. For a motor of this power the main jar should have been bigger. My old prestige 1.5 ltr main jar can accommodate 250ml more

2. They have only one base motor unit for all their appliances, hence you have to use a special adapter ring on top of dynamix, which is a bit flimsy and the cleaning makes difficult as you will have remove this adapter ring.

3. Whole unit shakes violently and runs on the table top when you run on fullload with the big jar - you will hold tight pressing down the mixer in this situation.",
Subba,After 5 months usage giving 5 star. This is fentastic product.,5.0 out of 5 stars,"Reviewed in India on November 1, 2019",Verified Purchase,"After 5 months usage we are giving rating. We tried butterfly, pristage, preeti, bajaj but this one is very strong and good. 1990  s we used Sumeet same kind of quality. Mixers can differ when we use it for dosa, idle and other batters. This one is really good as of now no issues. Works very well.",6 people found this helpful
saurabh arora,The best mixer,5.0 out of 5 stars,"Reviewed in India on December 25, 2020",Verified Purchase,"I use it for daily use and using it for 3 months now.. chutneys are like a dream.. everything is good... The only thing i would have liked more is if the smallest jar was actually small,then i could have grinded small quantities.. right now the smalles jar is not that small.",4 people found this helpful
prash,Washer broke in less than 2 months,1.0 out of 5 stars,"Reviewed in India on March 15, 2021",Verified Purchase,I bought this mixey two months back and it was working perfectly . The grinding was too good and I was really happy until yesterday when the washer broke while was washing the jar. Less than two months for a washer is really unacceptable from a brand like sujata,3 people found this helpful
Mohd Firoz,Sujata Dynamix Mixer Grinder-A Wonderful Product,5.0 out of 5 stars,"Reviewed in India on December 23, 2018",Verified Purchase,"The product is very good in terms of its material quality, power motor and performance. It has a nice durability which can be bought with closed eyes. Sujata is a well known company which earned the fame in field of mixer-grinder. However the price is very high as compared to other brands like Philips, Hovells, Bajaj, Maharaja, Prestige etc. But worth buying if you are looking for a heavy duty mixer grinder. However I have recently bought Sujata Dynamix Mixer Grinder with three Jars, but we have been using the mixer grinder of Sujata for a long time. So based on past experience, I would like to recommend this product to those who want to buy best product with over all good performance.",7 people found this helpful
vm,awesome,5.0 out of 5 stars,"Reviewed in India on April 8, 2022",Verified Purchase,"if you are fed up of mixers breaking down this is one stop solution for light to heavy mixing grinding. the quality is awesome, motor is quieter, efficient, sturdy, durable. ceramic base below the pots is worth the money. same with metallic bush locking mechanism. earlier we used to struggle and mixers used to trip all the time, now this machine does the same job in minutes instead or hours. just check the model which you want to buy. all of them comes with same base/motor or 900watts.",
Amazon Customer,Did the job!,4.0 out of 5 stars,"Reviewed in India on March 8, 2022",Verified Purchase,"Hello, we primarily bought this product for making Chai masala, and for sure did the job (previously used Phillips)!
Couple of points to note - expect small play with the fittings, they are not smooth and tight. For example if I touch the on/speed knob, it feels wobbly. Same with bowls when they seat in the main motor housing it's not a solid fix (see photo)...And be careful with the seal on the chutney jar.",2 people found this helpful
Sajith V,Jar issue and Poor Customer Care,2.0 out of 5 stars,"Reviewed in India on June 13, 2022",Verified Purchase,"Product: Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)

We received the small jar with a clip and without a washer which is totally different from the picture representation in the box and not sure if it is a genuine Sujata jar. Without the washer, it doesn’t hold tight and there are chances of spilling outside. We contacted Sujata customer care describing this and asking for a solution but not resolved even after few weeks. They are not bothered to respond to our follow-ups or address your concern even if you tried to contact them multiple times

We are now (just within a month) experiencing problem with the middle size jar also as the lid doesn’t hold tightly to the jar as the washer feels like non-existent. You have to be extremely careful and hold the lid tightly when using it",One person found this helpful
Sreeyesh Bahuleyan,Excellent Quality,5.0 out of 5 stars,"Reviewed in India on November 20, 2019",Verified Purchase,"This is a sure buy if you are looking for a good mixie for at least the next 5 years. It looks a little expensive, but that will be compensated by the Quality and Performance. Idly batter came out as fine paste, Blending was good. Dry grinding is good as well.

Jar coupling is metal on the motor unit and nylon on the jar unit. It is very easy to fix and lock jar to the mixie. They have provided two additional blades for Vegetable chopping and Whipping.

They don't do home service like Havells, we have to visit their service centre for repairs if any.",3 people found this helpful
Amazon Customer,Powerful but disappointed me,3.0 out of 5 stars,"Reviewed in India on June 24, 2022",Verified Purchase,Although mixer is powerful but the round ring where dynamix logo is there that is not locking properly it's very loose coming out easily if I rotate where as I saw in YouTube video that they not even can remove that ring with both hands. I didn't exchange because we can't wait for next eight days for replacement I sticked it with cello tape,One person found this helpful
Nandhini,Bought it 4 times.,5.0 out of 5 stars,"Reviewed in India on January 25, 2022",Verified Purchase,"Sujatha range of mixers & grinders (Mixi as we call it) have never let us down. Whenever we travelled to Central Asia, Africa, Europe we ensured we take it with us as this Quality one cannot get in even European market. When we return we buy again. Absolute value for money, durable and highly efficient. We make aDosa, Idli batter on this. We grind turmeric to powder. Top class proud Made in India product par excellence.",One person found this helpful
Kukee,Go for it.,5.0 out of 5 stars,"Reviewed in India on July 18, 2022",Verified Purchase,"People who are satisfied they don't really take a moment to share their experiences and most people review only when they had bad experience. After using this for 2 days I must say that this is the best from all mixer grinders available today. I have used Bajaj, Prestige, Morphy Richard, etc but no one can beat to grind and blend for less than 10 seconds. In these 2 days I blended milkshakes, grinded dal, made 2 different types of chutneys and it hardly takes 5-6 secs or less to get done. Always read the manual first on what ingredients you need to set for grinding and blending once you know then you are good to go. See to be honest those bad reviews it happens with all brands it also depends how you take care of your appliances and even if some gets defect which I don't think so thats very rare but you can't compromise on big reputed Sujata brand many restaurants, stalls, street vendors, food parlors, chefs, whether it's for commercial or home use they buy this brand its obvious why they buy something that has which even other brands or more expensive can't do the job. If you really want for a less maintenance, for longest run use, for all purpose use, for best results, for high quality please go blindly for this brand. You won't disappoint and don't believe unless you try just give it try to this brand.",
ravindranath,Good but chutney grinder could be better,3.0 out of 5 stars,"Reviewed in India on December 4, 2019",Verified Purchase,"Decided to buy Sujata mixie after looking at reviews of many users of different brands of mixer grinders and also after physically looking and feeling three of three brands namely Sujata, Preeti and Ultra , short listed by me, at stores. It was difficult to choose between Ultra and Sujata though i decided to buy Sujata. If i need to buy one more i might go in for Ultra. Regarding performance of Sujata, its been a month since i bought this product and right from the look and feel as well as it's working experience i should mention there is nothing to complain and i and my wife are satisfied with Sujata mixer grinder. Why i have given 4 stars and not 5 ? We have got used to the super easy cleaning of Wonderchef blender wherein blades and jars are separate parts.

I am writing this review after nearly two years of usage of dynamix. Chutney grinder is being used by us daily for a family of three. We are facing two problems. Rubber coupler is wearing our faster and more specifically it is leaving black color coating all around the surrounding surface. It looks very bad and difficult to clean. Coupler replacement after certain period is OK. But not this experience before that. I think this could be due to material defect of the black coupler. Another issue with chutney grinder is that the white painting underneath the jar is flaking, peeling off and spreading white granular dust around the mixie. This is not acceptable within two years of usage. We are careful about no water contact underneath the jar. And yet the painting is failing and creating bad feeling. Other two jars are sparingly used and no issues faced so far.",2 people found this helpful
Shash,Recommended: Can grind coconut pieces into fine paste,5.0 out of 5 stars,"Reviewed in India on May 27, 2022",Verified Purchase,"Pros:
Good product.
Powerful Motor.
Jars are of good quality. “Chutney jar has capacity to grind coconut pieces into fine paste”
Availability of Spare parts, Jars; online and offline.
Good packing (Seller: TrustRetail)
Not all that noisy compared to other mixers i have used till date

Cons:
You cannot feel the sturdiness but quality is good
No Overload auto shutdown button",
Rajesh A.,Does the Job but.....,4.0 out of 5 stars,"Reviewed in India on March 28, 2021",Verified Purchase,"Multi purpose and strong - you can get rid of all teh individual pieces even though they may be faster.. Good strong sturdy stuff..

A bit noisy - considering the power - but what did not like was when you go Low and Medium settings - and you switch on the power - boom it goes off - does not allow you to start / stop.. I would like to keep it at low and then run when needed - say a push button - but nope.. Otherwise - grate stuff",One person found this helpful
Manasi,The dry grinder rim is damaged .,4.0 out of 5 stars,"Reviewed in India on June 17, 2020",Verified Purchase,"The first time I received the product it was damaged and had to be replaced .
The second one I received the dry grinder silicon rim is loose and not leak proof .
The motor and other attachments are absolutely amazing however I am unable to get this rim replaced . I hope amazon / dealer gets back to me with a resolution . I had received this product just 14 days ago .",2 people found this helpful
SJ,"It’s good, go for it.",5.0 out of 5 stars,"Reviewed in India on September 20, 2020",Verified Purchase,"I earlier had Ultra and was quite happy with it till the time coupler gave way. Couldn’t find one that could fit my mixer and still hopeful that will find one suits. To cut long story short, it was weeks and had to buy another. My mum recommended me this, read the reviews and bought.

Have to say, I like everything about it. It can grind things in a jiffy and that too so well, that all my doubts disappeared after the first use. As for the cover of the jar, it’s plastic. I dropped it once and it survived the fall. Noise is as with any mixer and the cable is long. Except the price, I don’t see why one shouldn’t buy it. There was a price drop a day after I bought though.",
