Name,Title,aiconalt,View,State,View1,asizebase
AnilKumar J.,Not satisfy,3.0 out of 5 stars,"Reviewed in India on July 11, 2021",Verified Purchase,"Too much mouse
No lock feature
Easy clean Bush Spindle is very low quality",
Jagjeet s.,ok product,3.0 out of 5 stars,"Reviewed in India on February 10, 2019",Verified Purchase,first I got a broken piece of jar and got replaced very soon without any problem...let's see how it works ...seems ok ok type,
Sayali ,Not recommended,1.0 out of 5 stars,"Reviewed in India on February 3, 2021",Verified Purchase,Too much noisy... will not recommend this product.,
Pram,Good product from bajaj,5.0 out of 5 stars,"Reviewed in India on December 8, 2018",Verified Purchase,"Build quality is good, makes less noise compared to others, and service from bajaj you can depend on , this item is worth buying. Thanks amazon for making it available at best price.",
Amazon Customer,It's ok,3.0 out of 5 stars,"Reviewed in India on June 12, 2021",Verified Purchase,Noise level is high. Normal use.,
Technical Earn,Worest jar quality,1.0 out of 5 stars,"Reviewed in India on July 16, 2020",Verified Purchase,"Mixer grinder quality is good but jar quality is very bad, I decided to return the item",
Sand-E,Great,5.0 out of 5 stars,"Reviewed in India on October 4, 2019",Verified Purchase,This is very highly recommend product for you,
Kaushik Saikia,Good product,4.0 out of 5 stars,"Reviewed in India on December 26, 2021",Verified Purchase,Good product,
prateek,Five Stars,5.0 out of 5 stars,"Reviewed in India on September 25, 2018",Verified Purchase,"its only one month since i have bought the product, working well till now",
Shruti pathak,Nice product,5.0 out of 5 stars,"Reviewed in India on November 25, 2021",Verified Purchase,"Good look, easy to use, strong",
Shivani Das,It's really portable,5.0 out of 5 stars,"Reviewed in India on August 1, 2022",Verified Purchase,It's really portable.... And the quality is really good,
Pranav Prasun,Daily Use,4.0 out of 5 stars,"Reviewed in India on April 10, 2022",Verified Purchase,Product is very good.. friendly for daily use ..,
Sai Priya,Product and package is not good.,1.0 out of 5 stars,"Reviewed in India on July 9, 2021",Verified Purchase,,
piyush sohane,Overall a Nice mixer...,4.0 out of 5 stars,"Reviewed in India on November 11, 2018",Verified Purchase,The jars are not that tough... Stain less still but not that kind of tough still... But the mixer machine is nice i got it in sale at 1800,
Abhijeet Sahay,Very nice.. Above and beyond my expectations,5.0 out of 5 stars,"Reviewed in India on June 4, 2021",Verified Purchase,Very nice.. Above and beyond my expectations.. highly recommended,
Rahul Kawalkar,Nice product,5.0 out of 5 stars,"Reviewed in India on September 23, 2021",Verified Purchase,Nice product in low cost range,
Rondip Borthakur,A little defective,3.0 out of 5 stars,"Reviewed in India on September 14, 2020",Verified Purchase,"The main mixing jar is a tad bit defective, the motor doesnt run well to squash even cut fruits. The rest of them work fine.",
Sai Sri,Nice product,5.0 out of 5 stars,"Reviewed in India on May 9, 2020",Verified Purchase,Video Player is loading.,
Chakem kuma,Awesome product,5.0 out of 5 stars,"Reviewed in India on October 4, 2019",Verified Purchase,Just wanted to thank you for this product.actually i was quite curious about the product that it will be good or not but after getting this product am fully satisfied with it.,
Amazon Customer,Quality of the product is really bad and not expected from a brand like Bajaj,2.0 out of 5 stars,"Reviewed in India on September 1, 2017",Verified Purchase,Quality of the product is really bad and not expected from a brand like Bajaj. Within a month of purchase grinder jar screw is loose. I am not happy with this purchase.,One person found this helpful
ALLA NAVEEN REDDY,not worthy.,1.0 out of 5 stars,"Reviewed in India on January 26, 2020",Verified Purchase,"dont go for it.it is not suitable for home also,because it has less overload capacity.automatically getting turned off.",
Gyan,"Overall good quality, working fine, average noise.",4.0 out of 5 stars,"Reviewed in India on January 22, 2020",Verified Purchase,"Working fine, grinds well. good.",
Amazon Customer,Good for small family,4.0 out of 5 stars,"Reviewed in India on October 5, 2019",Verified Purchase,Using from 2 months. Not suitable for dry grinding. Motor tripped during dry grinding.,
A customer,Waste of money.....,1.0 out of 5 stars,"Reviewed in India on January 26, 2020",Verified Purchase,"Only the small jar is useful. The other 2 jars are absolutely useless, the blades don't perform the functions at all. Had to buy another mixer as could not grind anything.",
abhishek roy,Good,5.0 out of 5 stars,"Reviewed in India on June 5, 2021",Verified Purchase,Good,
Rachita A.,Nice,4.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,Good one.....go for it,
RAHUL KUMAR CHAUDHARY,Awesome,4.0 out of 5 stars,"Reviewed in India on May 4, 2019",Verified Purchase,"Nice product .
i ordered same for some one.",
Deepak Kumar,Overall good,4.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,I have been using this product for last two months. Good product go head to purchase.,
Sheshdhar shukla,Ncy,4.0 out of 5 stars,"Reviewed in India on June 16, 2020",Verified Purchase,Product is good. Noise is so so. Lock feature are also good for jar.. overall ncy nd valu for money product..,
Amazon Customer,Not good quality,1.0 out of 5 stars,"Reviewed in India on January 10, 2019",Verified Purchase,"Small jar is cracked i just received  yesterday's 2nd time received same product bad Amazon fu,****k",
Akshay Beniwal,the produuct was amazing to see and to operate,5.0 out of 5 stars,"Reviewed in India on September 25, 2017",Verified Purchase,"the produuct was amazing to see and to operate, a never used to buy bajaj electricals but this time bajaj made me proved that we can trust over it.",One person found this helpful
Ram Majhi,"It's too good starting price in all categories person , who want small budget grinder...",5.0 out of 5 stars,"Reviewed in India on November 25, 2021",Verified Purchase,"It's too good starting price in all categories person , who want small budget grinder...",
Mousumi Ray,Good one...,5.0 out of 5 stars,"Reviewed in India on July 14, 2019",Verified Purchase,Excellent quality bad value for money,
Deepak Mukhiya,Value for money,5.0 out of 5 stars,"Reviewed in India on April 1, 2019",Verified Purchase,"This product is too good, easily grind. It's sound is low. I refer this grinders to my family and friends.",
manoj kumar choudhary,Fast,4.0 out of 5 stars,"Reviewed in India on September 3, 2020",Verified Purchase,Very fast,
Shreehari,productive purchase,5.0 out of 5 stars,"Reviewed in India on November 15, 2019",Verified Purchase,Super cool product less space consuming,
Vivek Kapoor,Too much noise,3.0 out of 5 stars,"Reviewed in India on April 27, 2022",Verified Purchase,The mixer is creating too much noise,
Sweety,Five Stars,5.0 out of 5 stars,"Reviewed in India on November 20, 2017",Verified Purchase,Very nice working from the past 7 months no problem till today,One person found this helpful
Sariful hoque,Great,5.0 out of 5 stars,"Reviewed in India on March 23, 2021",Verified Purchase,Nice,
Dibyakona Bhattacharjee,In love with the mixture grinder. Go for it. Thanks amazon,5.0 out of 5 stars,"Reviewed in India on August 15, 2021",Verified Purchase,Noise level is very soothing. Features are amazing. And it very easy to clean. Saves my time.,
Ganesh,"On the first use, black fog came out of ...",1.0 out of 5 stars,"Reviewed in India on October 17, 2015",Verified Purchase,"On the first use, black fog came out of the air sucker holes.. Jar are not standard they are very thin, they tend to bork",
Madhavan j maddy,Nice,5.0 out of 5 stars,"Reviewed in India on December 2, 2018",Verified Purchase,Mixer grinder is working fine. so far we never faced any problem.,
Shubhangini,Why it is defevted?? Packing should be proper,4.0 out of 5 stars,"Reviewed in India on April 5, 2022",Verified Purchase,Defective item ...just unlocked today...want to replace this product.,
Krishnendu Chowdhury,Average Product,4.0 out of 5 stars,"Reviewed in India on November 2, 2019",Verified Purchase,Too noisy otherwise fine,
ajai,Good,3.0 out of 5 stars,"Reviewed in India on October 9, 2019",Verified Purchase,"Good performance,best grinding  machine,",
Lopamudra Moharana,worst product,1.0 out of 5 stars,"Reviewed in India on November 19, 2020",Verified Purchase,i should not have bought this. This one looks dull than prestige's grinder. My friend has this one which is far better than this.,
Tarun Kumar,"please buy this, in this product every thing is ok",5.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,very nice product under this rate,
ravina,Medium quality,4.0 out of 5 stars,"Reviewed in India on December 5, 2020",Verified Purchase,"noise level too much.
easy to clean but good in budget",
Anuj,Reliable,5.0 out of 5 stars,"Reviewed in India on October 14, 2019",Verified Purchase,Very easy to use and reliable,
narayanreddy,Good quality compare to other branded grinders,4.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,This is very good grinder even u can prepare juice in it and the service is also quick.thank u to amazon team,
SANJAY NANDI HOOMGARH,Ok,5.0 out of 5 stars,"Reviewed in India on August 14, 2021",Verified Purchase,Ok,
Tester,Good buy,5.0 out of 5 stars,"Reviewed in India on March 14, 2018",Verified Purchase,Good as I gifted this and they are still in touch so I guess it's good.,
Uttam Kumar Mishra,Good,4.0 out of 5 stars,"Reviewed in India on January 3, 2021",Verified Purchase,Good,
Rahul sahu,Worth to buy,4.0 out of 5 stars,"Reviewed in India on December 28, 2018",Verified Purchase,"Material quality is very good. I has very compact structure with good finishing on it.
Jars metal is durable by seeing its thickness.
Nice deal on this price tag.",
Ankit B.,Okk okkk... Just good,2.0 out of 5 stars,"Reviewed in India on July 26, 2020",Verified Purchase,"Not recommend it for home ..
Require stringent maintenance",
Abhishek,Decent buy,3.0 out of 5 stars,"Reviewed in India on November 8, 2018",Verified Purchase,"Is a good buy. The first order had some loose part in the mixer which made rattling noise. When returned, got the proper machine but the jars don't come out easily. Needs high force.",
niraj kumar,Good product,5.0 out of 5 stars,"Reviewed in India on August 1, 2020",Verified Purchase,Overall nice product.i bought it for 1980rs.,
Kamlesh Shownkeen,not good,2.0 out of 5 stars,"Reviewed in India on February 15, 2022",Verified Purchase,jar material is not so good. overall quality is sub standard,
Mukul,Doubtful,3.0 out of 5 stars,"Reviewed in India on November 14, 2020",Verified Purchase,"Don't  know if it is original or not. Logo is not as described. However it is okay, but I doubt if it is original product or not.",
Rupa,Using last from 4 month regularly,5.0 out of 5 stars,"Reviewed in India on May 10, 2021",Verified Purchase,Good one,
Jhandas Nayar,Value for money,5.0 out of 5 stars,"Reviewed in India on October 9, 2019",Verified Purchase,It's a best product and perfomance well,
Amazon Customer,⭐⭐,3.0 out of 5 stars,"Reviewed in India on February 7, 2021",Verified Purchase,⭐⭐,
mandava vidyadhar,Good and i recommend it to a small family,4.0 out of 5 stars,"Reviewed in India on May 10, 2015",Verified Purchase,Good one at the price but the size of Jars is small. The user manual says that this mixer can only be continuously used for  10 mins unlike the other mixers which is not sufficient for a mid sized family.,
Keshav Nath Yadav,Valuable.,5.0 out of 5 stars,"Reviewed in India on August 6, 2020",Verified Purchase,Excellent,
Sahil Gulati,Go for it,4.0 out of 5 stars,"Reviewed in India on June 2, 2020",Verified Purchase,"This Bajaj Product is amazing. Don't settle for anything less than this.
This is the best one if you're looking for Mixer Grinder of 500W.",
Anando G.,Great build quality,5.0 out of 5 stars,"Reviewed in India on October 25, 2020",Verified Purchase,Great build quality! Love the product and haven’t faced any issues at all in operating it. 5/5 recommended,
रोहित गुप्ता,Go for it,5.0 out of 5 stars,"Reviewed in India on February 14, 2018",Verified Purchase,"About the product in one word- Amazing. It is working fine and it is easy to adjust and remove jar from grinder. If you are looking for grinder at this price go for it, don't thik.",
Alafiya,WORTH PURCHASING,4.0 out of 5 stars,"Reviewed in India on June 8, 2020",Verified Purchase,Quality is up to the price. Easy to use and understand.,
Jami Pradeep,Value For money,5.0 out of 5 stars,"Reviewed in India on October 30, 2020",Verified Purchase,Good,
Manisha,Quick heating,2.0 out of 5 stars,"Reviewed in India on June 7, 2020",Verified Purchase,There's humming sound after 10 seconds of use. Get heated up easily.,
suparna dey,Fake product. Be aware about the authenticity,1.0 out of 5 stars,"Reviewed in India on July 11, 2021",Verified Purchase,Fake product delivered,
JAYANTA KUMAR DUTTA,Defective rotary switch,1.0 out of 5 stars,"Reviewed in India on February 25, 2019",Verified Purchase,Switch found defective when start use after closing of replacement window. Till lying defective with me,
writu borah,One jar lid is broken,1.0 out of 5 stars,"Reviewed in India on April 4, 2022",Verified Purchase,,
CHIRANJIT KUNDU,Worked only for 3 month.,1.0 out of 5 stars,"Reviewed in India on January 15, 2019",Verified Purchase,It is stop working since last couple of week. Don't know why. I knew Bajaj is a reputed brand. So I purchased it.,
Somashekhar Neelappa Kolari,Jar leaking,1.0 out of 5 stars,"Reviewed in India on November 13, 2020",Verified Purchase,Video Player is loading.,One person found this helpful
Priyanka Singh Thakur,Good buying,5.0 out of 5 stars,"Reviewed in India on October 26, 2020",Verified Purchase,Got the product and it is very good.,
Mahesh Patil,Buy,4.0 out of 5 stars,"Reviewed in India on December 17, 2021",Verified Purchase,Noise level is too high,
Amazon Customer,poor quality but good service by Amazon,1.0 out of 5 stars,"Reviewed in India on August 13, 2020",Verified Purchase,poor plastic quality and the base of the jar was broken. but the return request was promptly fulfilled so no worries,
Suraj kumar,Dont think Just Go for it..U will love it at 1st sight,5.0 out of 5 stars,"Reviewed in India on August 22, 2018",Verified Purchase,Love this mixer grinder lokking great working well...bt only confused about warranty period becoz invoice are not duly signed by authorised dealer..soo please ressolve my problem about warranty..otherwise...value for money to buy this one.,
Jitendra,Average product...,3.0 out of 5 stars,"Reviewed in India on August 18, 2020",Verified Purchase,The cups are not durable. The mixer is fine.,
Amazon Customer,Five Stars,5.0 out of 5 stars,"Reviewed in India on December 7, 2018",Verified Purchase,Superb Product by Bajaj. Its a must buy in all houses.,
Sanjini Menon,Average product,3.0 out of 5 stars,"Reviewed in India on October 12, 2020",Verified Purchase,Average performance. Compared to the one i was using earlier it is very noisy. The jar is made from very thin metal,
Genuine Buyer,Worst product,1.0 out of 5 stars,"Reviewed in India on May 6, 2021",Verified Purchase,It is fake product and not original bajaj. Can't even make banana shake properly. DO NOT BUY IT.,
Sandeep Singh,Nice one from Bajaj,5.0 out of 5 stars,"Reviewed in India on May 26, 2019",Verified Purchase,Is a bit noisy... But grinds very fast and perfect,
Vineet,Waste of money,1.0 out of 5 stars,"Reviewed in India on September 8, 2020",Verified Purchase,Dont ever buy this as this is useless product. Grinder broken in 2 months . Company said its out of warranty...,
Manoj,After 2 months of use...,4.0 out of 5 stars,"Reviewed in India on February 19, 2016",Verified Purchase,I got it for 16k which is worth full.. It's been 2 months ..so far its working fine...also used for vegetable juice with this mixer worth buying,
Jewel Haque,Fantastic,5.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,Very nice product in budget price.,
Amit Kumar verma,Fantastic,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Easy to use and best product ever,
Sarala,Bajaj rex 500 review,5.0 out of 5 stars,"Reviewed in India on June 24, 2019",Verified Purchase,Good product noice level is very less. It grindes perpectly..,
Amar ,Average,3.0 out of 5 stars,"Reviewed in India on June 3, 2020",Verified Purchase,Average,
Deepak maurya,कुछ दिन में खराब हो गया था,1.0 out of 5 stars,"Reviewed in India on March 20, 2021",Verified Purchase,तुरंत खराब हो गया था वैसे मैं बजाज का समान पंसद करता हूँ पता नहीं क्यों खराब हो गया था.,
balu.k,OK not a great one,3.0 out of 5 stars,"Reviewed in India on January 23, 2019",Verified Purchase,One jar has already stopped working knowledge few months but disappointed,
Lipika,Best you can have,5.0 out of 5 stars,"Reviewed in India on August 30, 2020",Verified Purchase,Writing review only after Using it last 3yrs regularly.... awsome product....go for it.....worth money spent....don't give second thought,
Anis,Nice product,5.0 out of 5 stars,"Reviewed in India on June 3, 2021",Verified Purchase,Good work,
Prash,Disappointed,1.0 out of 5 stars,"Reviewed in India on August 1, 2020",Verified Purchase,I got a difective product:(,One person found this helpful
Raju,Not upto mark as per it's feature,2.0 out of 5 stars,"Reviewed in India on June 24, 2020",Verified Purchase,Not good,
Amazon Customer,good.. but lids are not very tight,3.0 out of 5 stars,"Reviewed in India on January 27, 2017",Verified Purchase,good.. but lids are not very tight.. if not pressed by hands grinding mix easily comes out if liquid.. makes loud noise.. overall okay..,
Atique ,Unsatisfied,1.0 out of 5 stars,"Reviewed in India on May 21, 2020",Verified Purchase,"I dont like this product as it will not working properly the jar is not good any we will use it will jam and blade is not moving
What should i do",
Sushil thakur,Nice product 👍👍,4.0 out of 5 stars,"Reviewed in India on October 24, 2020",Verified Purchase,Easy to clean,
S.K. M.,Satisfied with the quality and delivery by Amazon,5.0 out of 5 stars,"Reviewed in India on November 19, 2018",Verified Purchase,"Satisfied, worth the price And timely delivery by Amazon",
Amazon Customer,Doesn't grind anything properly,1.0 out of 5 stars,"Reviewed in India on December 14, 2019",Verified Purchase,Doesn't grind anything properly.,One person found this helpful
Navsheel Sharma,Super Awesome,5.0 out of 5 stars,"Reviewed in India on October 25, 2017",Verified Purchase,"🔯Super cool product.👌👌

🔯amazing quality😍👌

🔯100% value for money👍👍

🔯must buy

🔯before time delivery by amazon👌👌👍",
Amazon Customer,Overall good product,4.0 out of 5 stars,"Reviewed in India on November 5, 2019",Verified Purchase,Nice product.. started using on the 1st day itself. Very comfortable and the jars are also of good quality and thick. Hope the motor continues to work good on a long term basis,
Asif aktar,Nice,4.0 out of 5 stars,"Reviewed in India on May 30, 2021",Verified Purchase,Totally satisfied,
Ejaz,Worst .,1.0 out of 5 stars,"Reviewed in India on December 6, 2018",Verified Purchase,It is not even properly grinding simple fruits so returned.,
Alekha Chandra malik,Good,5.0 out of 5 stars,"Reviewed in India on March 16, 2022",Verified Purchase,So good working,
Saurav Roy,Even replacement is also defective.,1.0 out of 5 stars,"Reviewed in India on October 21, 2021",Verified Purchase,Video Player is loading.,
Praveen Jayaprakash,Very bad,5.0 out of 5 stars,"Reviewed in India on July 4, 2021",Verified Purchase,Damaged after 10 days of use  . Now waiting service Center response. Never purchase this,
Amazon Customer,Not very good,3.0 out of 5 stars,"Reviewed in India on August 18, 2021",Verified Purchase,Light weight container,One person found this helpful
Shailendra Kumar Baitha,Micxer is not runnig,1.0 out of 5 stars,"Reviewed in India on March 18, 2022",Verified Purchase,,
Anurag T,Excellent product,4.0 out of 5 stars,"Reviewed in India on January 6, 2021",Verified Purchase,"Excellent product
Working fine",
Bhaskar Joshi,Good grinder under @2000!,5.0 out of 5 stars,"Reviewed in India on November 20, 2019",Verified Purchase,I bought this product in Diwali offer of 2019 and found no issues so far. Good product in this price range.,
SUPRIYO SARKAR,Received without spatula,1.0 out of 5 stars,"Reviewed in India on October 10, 2020",Verified Purchase,"Product received without spatula, customer care confirmed that this product comes without spatula,so before purchase think about it.",
Rajesh sharma,1jar was broken very bad product. I am feeling not gud,1.0 out of 5 stars,"Reviewed in India on June 27, 2021",Verified Purchase,I am not like for this item. 1 jar was broken I am not accepted for amazon. I am feeling not for amazon.,
Aditya sinha,Best quality,4.0 out of 5 stars,"Reviewed in India on April 14, 2022",Verified Purchase,Nice product,
Rohit shaw,Happy,5.0 out of 5 stars,"Reviewed in India on February 15, 2021",Verified Purchase,Nice quality.,
Shyam Tiwari,Mixer grinder was ggod purchase,5.0 out of 5 stars,"Reviewed in India on February 14, 2019",Verified Purchase,"This low cost mixer grinder is good purchase and good value for money.

I recommend it.",
Suvam Nandi,Nice,4.0 out of 5 stars,"Reviewed in India on June 4, 2020",Verified Purchase,Nice...go for it.,
Komal,Easy to use,5.0 out of 5 stars,"Reviewed in India on October 18, 2019",Verified Purchase,Beautiful design. Quick and easy in use.,
rajesh,Very powerful mixer grinder.,5.0 out of 5 stars,"Reviewed in India on April 9, 2019",Verified Purchase,"It is too powerful.It is easy to clean, easy to use.",
Satyajit Dasgupta,Good - time will test durability.,4.0 out of 5 stars,"Reviewed in India on November 22, 2018",Verified Purchase,Value for money. Time will tell about its longevity.,
Abhishek Thakur,Damaged parts,2.0 out of 5 stars,"Reviewed in India on May 29, 2021",Verified Purchase,It's ok but a part of it was damaged not that good than I thought .,
Rajendra Kumar nayak,Not good,1.0 out of 5 stars,"Reviewed in India on December 16, 2021",Verified Purchase,Not good,
Rishabh Nath,Easy to use & reliable,5.0 out of 5 stars,"Reviewed in India on September 8, 2020",Verified Purchase,It has a blender a grinder and a chutney jar.Easy to use and easy to clean; it's a steal at 2000 bucks,
mukesh kumar sharma,nice product in the value,5.0 out of 5 stars,"Reviewed in India on May 25, 2018",Verified Purchase,since last a few days of purchase the mixer is working perfectly. nice product in the value.,
N Vishnu Nampoothiri,Easy to handle,4.0 out of 5 stars,"Reviewed in India on November 3, 2020",Verified Purchase,It is a good product considering its price,
Ramavtar Sangwa,Very good product by bajaj 👏,4.0 out of 5 stars,"Reviewed in India on June 3, 2021",Verified Purchase,"It's a good product. Powerful, little bit noise but OK 👌.  If you want mixer around 2000 blindly go for it.",
Neha Yadav,i would give poor for this product,2.0 out of 5 stars,"Reviewed in India on November 10, 2021",Verified Purchase,sound level is not good..so i want to return it how can i contact to the customer care,
R.Sinha,Value for money.,5.0 out of 5 stars,"Reviewed in India on November 11, 2019",Verified Purchase,Very well designed.,
Priya V.,Amazing product 😍,5.0 out of 5 stars,"Reviewed in India on June 23, 2020",Verified Purchase,Well Bajaj always have good products this mixer grinder is worth in this price go for it,
Abhishek,Good.,3.0 out of 5 stars,"Reviewed in India on August 14, 2019",Verified Purchase,"Noise is high,  for smooth grind hv to switch to more time",
Pragma Kar,Beoken lid,1.0 out of 5 stars,"Reviewed in India on July 2, 2021",Verified Purchase,One of the lids is broken. And I can't return it as it has been unboxed.,
Amerinenisrao,light weight,1.0 out of 5 stars,"Reviewed in India on July 16, 2019",Verified Purchase,company gives low quality cable & other accessories,One person found this helpful
Naseem Siddiqui,Good,4.0 out of 5 stars,"Reviewed in India on November 6, 2020",Verified Purchase,Easy to use,
Arnab Mandal,Budget mixer,5.0 out of 5 stars,"Reviewed in India on November 24, 2019",Verified Purchase,Like the overall quality,
ANKIT ADHANA,Average product in this range,4.0 out of 5 stars,"Reviewed in India on July 20, 2019",Verified Purchase,Average product build quality is slightly not good,
PARAMJEET,One star,5.0 out of 5 stars,"Reviewed in India on December 31, 2017",Verified Purchase,The product did not last for nine months. The portion shown in the photo broke twice in this period.,
Vikram,Exilant products and thanks to Amazon,5.0 out of 5 stars,"Reviewed in India on October 21, 2019",Verified Purchase,Exilant products and packaging..... Good work...,
ARIJIT DAS,Awesome experience,5.0 out of 5 stars,"Reviewed in India on October 26, 2020",Verified Purchase,Excellent product,
DA99,Easy to use,5.0 out of 5 stars,"Reviewed in India on June 29, 2022",Verified Purchase,Good for day to day work,
SHARAD KUMAR PANDEY,Very nice market price it's low prices,5.0 out of 5 stars,"Reviewed in India on May 28, 2021",Verified Purchase,Very very nice👍👏,
PAUL WILLIAMS,Good product,5.0 out of 5 stars,"Reviewed in India on August 5, 2019",Verified Purchase,"It's a very good product, I have tried grinding dry and wet spices, idli batter, etc result is great, motor is good. Only the noise if it can be reduced. Over all its awesome",
Prativa mishra,Return item,1.0 out of 5 stars,"Reviewed in India on June 13, 2021",Verified Purchase,This us not working after a use of 4 month....how to replace????,
Gaurav Sharan,Product is average,4.0 out of 5 stars,"Reviewed in India on October 31, 2019",Verified Purchase,Product is good but u can buy it offline also as a same price,
Subhasish Mondal,Good,5.0 out of 5 stars,"Reviewed in India on December 29, 2021",Verified Purchase,Good,
JUBAIR ALAM,Don't buy from cloudtail india,4.0 out of 5 stars,"Reviewed in India on November 11, 2018",Verified Purchase,plz don't buy from cloudtail india bcz my one jaar is not working,
G.G,Good Product,4.0 out of 5 stars,"Reviewed in India on June 28, 2018",Verified Purchase,You get what you pay for and in that sense it’s absolutely fine.,
indrakesh singh,Good,5.0 out of 5 stars,"Reviewed in India on March 19, 2020",Verified Purchase,Good,
Surajit,Good,5.0 out of 5 stars,"Reviewed in India on October 28, 2021",Verified Purchase,Good product,
Gouri C.,Amazing,5.0 out of 5 stars,"Reviewed in India on June 16, 2020",Verified Purchase,Amazing product!,
Kushboo Tated,Do not purchase,1.0 out of 5 stars,"Reviewed in India on May 21, 2020",Verified Purchase,"When I was doing the batter of idli  it stoped in between and it's not working, please don't purchase it",One person found this helpful
Anindita Paul,Good product,5.0 out of 5 stars,"Reviewed in India on November 3, 2019",Verified Purchase,Reasonable price and easy to use,
Venkatsuresh,Great and shiny.,5.0 out of 5 stars,"Reviewed in India on December 15, 2018",Verified Purchase,It looks great and shiny. Works good and well. We can easily clean it. Received the product earlier than expected date. Overall good.,
Atanu Dey,Good product for home,5.0 out of 5 stars,"Reviewed in India on December 5, 2019",Verified Purchase,Good but to much noise.,
pankaj singh pokhariya ,Go for it,5.0 out of 5 stars,"Reviewed in India on March 7, 2019",Verified Purchase,"Awesome product still using it ,more than twk years now",
Tapas Dey,Very good,5.0 out of 5 stars,"Reviewed in India on June 26, 2022",Verified Purchase,Very good,
RADHAKRISHNAN,Never purchase this product.,1.0 out of 5 stars,"Reviewed in India on May 29, 2019",Verified Purchase,Louder noise. Jars are very low quality I think the jars are malproducts. Jars will be damaged in three months usage. Never purchase this product.,
Abhishek Ugale,Quality good but noisy,5.0 out of 5 stars,"Reviewed in India on November 15, 2020",Verified Purchase,Too much noise,
Amazon Customer,okay,3.0 out of 5 stars,"Reviewed in India on March 16, 2020",Verified Purchase,good,
Nitesh Verma,Good product,5.0 out of 5 stars,"Reviewed in India on July 9, 2019",Verified Purchase,AMAZING product.  My wife loves it.,
vanishree,Very Bad product.,1.0 out of 5 stars,"Reviewed in India on November 15, 2020",Verified Purchase,"Only one suggestion ,, not to buy when it is less price.",
Abdul kaleem,Package is different and received different,3.0 out of 5 stars,"Reviewed in India on November 29, 2020",Verified Purchase,"Package is different and received different
Image shown is REX 500 but received different no such RX 500 Written on it",
Hashmita Mistri,Sturdy & Value for Money!,5.0 out of 5 stars,"Reviewed in India on June 4, 2021",Verified Purchase,Did not expect it'd be that good for the amount of Money we're paying. We're very happy with the product!,
a t u l s b 6 5 9 5,Worth products,5.0 out of 5 stars,"Reviewed in India on June 7, 2021",Verified Purchase,This is Bajaj Grinder mix no kore noice and quality products..... worth to buy,
Amazon Customer,Defective product,1.0 out of 5 stars,"Reviewed in India on June 12, 2020",Verified Purchase,"I received defective product from Cloudtail seller. It doesn't work at all, the speed button pops out and doesnt work.",
Jaydeep,Nice product,5.0 out of 5 stars,"Reviewed in India on March 13, 2022",Verified Purchase,It is a very useful product,
Chirag Dhingra,Fraud seller,1.0 out of 5 stars,"Reviewed in India on January 17, 2020",Verified Purchase,"The product I received is used by someone,it's not new and is broken.
Never trust the product and the seller",One person found this helpful
SVSG,Four Stars,4.0 out of 5 stars,"Reviewed in India on October 16, 2017",Verified Purchase,"This was gifted by me to someone,and they are ok with this",One person found this helpful
Shilpa Ghosh,Nice,5.0 out of 5 stars,"Reviewed in India on July 4, 2019",Verified Purchase,Good quality product ..Like this,
Amazon Customer,incomplete product provided,1.0 out of 5 stars,"Reviewed in India on August 26, 2019",Verified Purchase,the jars covers are missing. kindly provide jar covers,
BABU,Good,5.0 out of 5 stars,"Reviewed in India on February 26, 2021",Verified Purchase,Good product,
Amazon1,little noisy but value for money,4.0 out of 5 stars,"Reviewed in India on November 20, 2019",Verified Purchase,overall good product,
Nungleppam premkumar,Pk,5.0 out of 5 stars,"Reviewed in India on May 10, 2021",Verified Purchase,Easy,
Arunish raj,Damaged product,2.0 out of 5 stars,"Reviewed in India on May 4, 2021",Verified Purchase,I have received a broken product. Its also too noisy to operate.not working properly.,
ᏒᕱϳКuოᕱᏒ Ꮥᕱ♅u,good ...go for it.,5.0 out of 5 stars,"Reviewed in India on June 27, 2022",Verified Purchase,branded and service centre available pan india,
Y. Aakash,Good Budget buy,5.0 out of 5 stars,"Reviewed in India on April 14, 2019",Verified Purchase,Very handy and quick with provide motor. Works really well if used properly.,
Sagar,Quality so good,5.0 out of 5 stars,"Reviewed in India on November 18, 2018",Verified Purchase,Quality is very good and easy to use and easy to clean,
Satyanath Patra,Overall good,4.0 out of 5 stars,"Reviewed in India on February 22, 2022",Verified Purchase,Three jars are little smaller then expected.. rest are good.,
Yusra S.,Makes Noice and don't do the things finer...,4.0 out of 5 stars,"Reviewed in India on April 1, 2021",Verified Purchase,"Yeahh it makes noice and doesn't make things finer.
It's kind of OK, jst bcz of it's price.",
Anish singh,Not fully satisfied,1.0 out of 5 stars,"Reviewed in India on October 31, 2018",Verified Purchase,"Small jar has only 2 blades, which is not sufficient. There should be 4 blades in each and every jar. You can't grind jinger and garlic paste in single time.",One person found this helpful
